Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 3,Region 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 3,Region 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.011,2,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 3,Region 74,3,0.011,1,0.006,0,0,1,0.012,0,0,0,0,0,0,0,0,0,0,5,0.013,6,0.012,1,0.002,0,0,4,0.011,5,0.013,3,0.007,4,0.01,4,0.008,3,0.006,5,0.01,6,0.012,4,0.009,3,0.008,8,0.025
Region 3,Region 75,1,0.004,1,0.006,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,3,0.007,1,0.003,0,0,1,0.003,0,0,1,0.002,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0
Region 4,Region 0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.006,3,0.007,0,0,1,0.003,0,0,0,0,1,0.002,1,0.002,0,0,1,0.002,1,0.002,4,0.009,3,0.008,1,0.003
Region 4,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0
Region 4,Region 2,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,3,0.008,6,0.012,6,0.013,4,0.01,0,0,1,0.003,0,0,1,0.002,2,0.004,0,0,1,0.002,1,0.002,2,0.004,1,0.003,0,0
Region 4,Region 3,0,0,0,0,0,0,2,0.025,0,0,0,0,0,0,0,0,0,0,1,0.003,4,0.008,1,0.002,1,0.003,1,0.003,1,0.003,1,0.002,3,0.007,3,0.006,1,0.002,2,0.004,3,0.006,2,0.004,0,0,0,0
Region 4,Region 4,56,0.197,14,0.082,20,0.164,7,0.087,6,0.111,3,0.068,3,0.063,8,0.098,13,0.079,46,0.121,65,0.132,97,0.211,73,0.188,46,0.121,68,0.174,71,0.173,77,0.186,110,0.228,119,0.227,88,0.182,111,0.22,96,0.208,59,0.155,65,0.204
Region 4,Region 5,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,0,0,3,0.018,3,0.008,1,0.002,2,0.004,1,0.003,1,0.003,1,0.003,1,0.002,0,0,1,0.002,1,0.002,1,0.002,1,0.002,0,0,0,0,0,0
Region 4,Region 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 7,0,0,0,0,0,0,0,0,1,0.018,1,0.023,0,0,1,0.012,4,0.024,6,0.016,9,0.018,7,0.015,6,0.015,6,0.016,0,0,3,0.007,3,0.007,0,0,4,0.008,0,0,3,0.006,4,0.009,0,0,1,0.003
Region 4,Region 8,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,5,0.011,1,0.003,4,0.011,4,0.01,1,0.002,3,0.007,3,0.006,3,0.006,2,0.004,2,0.004,1,0.002,1,0.003,1,0.003
Region 4,Region 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 10,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,3,0.018,2,0.005,1,0.002,1,0.002,3,0.008,2,0.005,0,0,1,0.002,0,0,0,0,1,0.002,3,0.006,3,0.006,3,0.007,0,0,2,0.006
Region 4,Region 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 12,2,0.007,3,0.018,4,0.033,0,0,0,0,0,0,2,0.042,3,0.037,12,0.073,21,0.055,21,0.043,14,0.03,13,0.033,3,0.008,8,0.02,10,0.024,3,0.007,5,0.01,6,0.011,7,0.014,4,0.008,5,0.011,7,0.018,1,0.003
Region 4,Region 13,4,0.014,2,0.012,4,0.033,0,0,0,0,0,0,0,0,1,0.012,2,0.012,4,0.011,6,0.012,7,0.015,6,0.015,10,0.026,11,0.028,8,0.02,10,0.024,8,0.017,14,0.027,13,0.027,9,0.018,11,0.024,9,0.024,2,0.006
Region 4,Region 14,8,0.028,5,0.029,4,0.033,3,0.037,4,0.074,2,0.045,4,0.084,14,0.172,20,0.121,29,0.077,26,0.053,32,0.07,23,0.059,20,0.053,10,0.026,16,0.039,4,0.01,11,0.023,11,0.021,9,0.019,8,0.016,12,0.026,9,0.024,8,0.025
Region 4,Region 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 17,2,0.007,0,0,2,0.016,0,0,0,0,1,0.023,0,0,0,0,1,0.006,4,0.011,2,0.004,2,0.004,2,0.005,0,0,3,0.008,3,0.007,1,0.002,4,0.008,2,0.004,5,0.01,4,0.008,7,0.015,1,0.003,6,0.019
Region 4,Region 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,3,0.006,1,0.002,1,0.003,1,0.003,1,0.003,2,0.005,2,0.005,1,0.002,1,0.002,1,0.002,2,0.004,2,0.004,0,0,0,0
Region 4,Region 19,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,0,0,0,0,5,0.013,2,0.004,1,0.002,0,0,0,0,0,0,0,0,1,0.002,2,0.004,2,0.004,1,0.002,1,0.002,2,0.004,0,0,0,0
Region 4,Region 20,1,0.004,0,0,0,0,1,0.012,0,0,0,0,0,0,0,0,1,0.006,8,0.021,3,0.006,4,0.009,2,0.005,3,0.008,1,0.003,0,0,2,0.005,0,0,0,0,2,0.004,0,0,2,0.004,0,0,0,0
Region 4,Region 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,2,0.005,2,0.004,3,0.007,1,0.003,1,0.003,0,0,3,0.007,2,0.005,0,0,3,0.006,2,0.004,1,0.002,0,0,0,0,0,0
Region 4,Region 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,1,0.006,3,0.008,2,0.004,4,0.009,1,0.003,2,0.005,0,0,1,0.002,1,0.002,2,0.004,1,0.002,0,0,0,0,1,0.002,1,0.003,0,0
Region 4,Region 23,7,0.025,2,0.012,3,0.025,0,0,1,0.018,0,0,0,0,0,0,4,0.024,11,0.029,19,0.038,17,0.037,11,0.028,7,0.018,16,0.041,8,0.02,16,0.039,21,0.044,13,0.025,28,0.058,22,0.044,28,0.061,15,0.04,21,0.066
Region 4,Region 24,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,1,0.003,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0
Region 4,Region 25,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,4,0.011,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,3,0.006,1,0.002,2,0.004,2,0.004,2,0.004,3,0.008,0,0
Region 4,Region 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,2,0.004,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0
Region 4,Region 27,0,0,1,0.006,1,0.008,1,0.012,0,0,0,0,0,0,1,0.012,1,0.006,1,0.003,4,0.008,1,0.002,2,0.005,1,0.003,2,0.005,1,0.002,0,0,0,0,2,0.004,2,0.004,2,0.004,0,0,0,0,0,0
Region 4,Region 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,1,0.002,1,0.002,0,0,1,0.003,1,0.003,1,0.002,0,0,2,0.004,0,0,0,0,0,0,0,0,2,0.005,0,0
Region 4,Region 29,2,0.007,1,0.006,1,0.008,1,0.012,0,0,0,0,1,0.021,0,0,6,0.036,11,0.029,9,0.018,11,0.024,4,0.01,6,0.016,5,0.013,1,0.002,1,0.002,3,0.006,1,0.002,3,0.006,1,0.002,3,0.007,0,0,1,0.003
Region 4,Region 30,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,0,0,0,0,2,0.005,2,0.004,3,0.007,2,0.005,2,0.005,4,0.01,1,0.002,0,0,1,0.002,1,0.002,1,0.002,1,0.002,2,0.004,2,0.005,1,0.003
Region 4,Region 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.025,2,0.012,7,0.018,1,0.002,2,0.004,0,0,1,0.003,2,0.005,0,0,1,0.002,1,0.002,0,0,3,0.006,1,0.002,0,0,0,0,0,0
Region 4,Region 32,10,0.035,3,0.018,0,0,2,0.025,0,0,0,0,2,0.042,0,0,2,0.012,11,0.029,21,0.043,17,0.037,16,0.041,15,0.04,16,0.041,14,0.034,14,0.034,18,0.037,25,0.048,15,0.031,26,0.052,32,0.069,20,0.053,19,0.06
Region 4,Region 33,0,0,1,0.006,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,81,0.214,3,0.006,8,0.017,5,0.013,1,0.003,3,0.008,1,0.002,1,0.002,3,0.006,0,0,4,0.008,7,0.014,9,0.02,1,0.003,2,0.006
Region 4,Region 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 4,Region 36,4,0.014,0,0,1,0.008,0,0,0,0,0,0,0,0,0,0,1,0.006,13,0.034,1,0.002,3,0.007,3,0.008,5,0.013,5,0.013,2,0.005,4,0.01,5,0.01,3,0.006,2,0.004,6,0.012,3,0.007,5,0.013,2,0.006
Region 4,Region 37,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,3,0.006,1,0.002,1,0.003,0,0,1,0.003,3,0.007,0,0,1,0.002,1,0.002,0,0,2,0.004,2,0.004,0,0,1,0.003
Region 4,Region 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,3,0.006,1,0.002,1,0.003,2,0.005,4,0.01,2,0.005,1,0.002,1,0.002,4,0.008,0,0,5,0.01,1,0.002,2,0.005,1,0.003
Region 4,Region 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,1,0.003,4,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 41,5,0.018,6,0.035,2,0.016,0,0,0,0,1,0.023,1,0.021,5,0.062,13,0.079,29,0.077,32,0.065,19,0.041,12,0.031,4,0.011,7,0.018,8,0.02,5,0.012,15,0.031,4,0.008,8,0.017,8,0.016,8,0.017,3,0.008,5,0.016
Region 4,Region 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 43,3,0.011,0,0,0,0,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,5,0.011,0,0,1,0.003,1,0.003,0,0,0,0,1,0.002,2,0.004,2,0.004,1,0.002,1,0.002,0,0,0,0
Region 4,Region 44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,4,0.008,2,0.004,2,0.005,0,0,1,0.003,0,0,0,0,1,0.002,0,0,2,0.004,0,0,1,0.002,0,0,0,0
Region 4,Region 46,7,0.025,4,0.023,1,0.008,0,0,0,0,0,0,0,0,2,0.025,8,0.048,27,0.071,17,0.034,24,0.052,27,0.07,17,0.045,17,0.044,22,0.054,15,0.036,27,0.056,26,0.05,40,0.083,26,0.052,19,0.041,11,0.029,10,0.031
Region 4,Region 47,3,0.011,4,0.023,1,0.008,0,0,0,0,0,0,2,0.042,5,0.062,23,0.139,41,0.108,52,0.105,37,0.08,28,0.072,16,0.042,18,0.046,19,0.046,11,0.027,18,0.037,27,0.051,15,0.031,18,0.036,20,0.043,9,0.024,7,0.022
Region 4,Region 48,1,0.004,1,0.006,0,0,0,0,1,0.018,0,0,0,0,1,0.012,2,0.012,7,0.018,16,0.032,12,0.026,4,0.01,6,0.016,2,0.005,3,0.007,4,0.01,0,0,4,0.008,2,0.004,6,0.012,6,0.013,1,0.003,0,0
Region 4,Region 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,3,0.008,5,0.01,1,0.002,1,0.003,0,0,1,0.003,0,0,0,0,0,0,0,0,3,0.006,1,0.002,1,0.002,2,0.005,0,0
Region 4,Region 50,3,0.011,1,0.006,2,0.016,1,0.012,0,0,0,0,2,0.042,5,0.062,5,0.03,7,0.018,19,0.038,13,0.028,4,0.01,7,0.018,13,0.033,7,0.017,5,0.012,6,0.012,4,0.008,8,0.017,7,0.014,0,0,5,0.013,2,0.006
Region 4,Region 51,0,0,1,0.006,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,4,0.009,1,0.003,0,0,1,0.003,0,0,1,0.002,1,0.002,3,0.006,0,0,4,0.008,1,0.002,0,0,0,0
Region 4,Region 52,1,0.004,0,0,1,0.008,2,0.025,0,0,0,0,0,0,1,0.012,0,0,3,0.008,7,0.014,5,0.011,3,0.008,5,0.013,5,0.013,6,0.015,3,0.007,6,0.012,5,0.01,4,0.008,6,0.012,6,0.013,5,0.013,3,0.009
Region 4,Region 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,4,0.008,6,0.013,4,0.01,1,0.003,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 54,2,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,2,0.005,0,0,0,0,0,0,1,0.003,0,0,1,0.002,2,0.005,1,0.002,1,0.002,0,0,1,0.002,1,0.002,2,0.005,0,0
Region 4,Region 55,0,0,3,0.018,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,7,0.018,5,0.01,4,0.009,4,0.01,1,0.003,2,0.005,3,0.007,6,0.014,7,0.015,7,0.013,7,0.014,7,0.014,10,0.022,8,0.021,6,0.019
Region 4,Region 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,1,0.003,4,0.008,1,0.002,1,0.003,0,0,1,0.003,0,0,1,0.002,1,0.002,1,0.002,1,0.002,0,0,0,0,1,0.003,0,0
Region 4,Region 57,0,0,0,0,1,0.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,1,0.002,0,0,1,0.003,1,0.003,0,0,2,0.005,3,0.007,1,0.002,2,0.004,0,0,0,0,3,0.007,1,0.003,4,0.013
Region 4,Region 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.003,0,0,1,0.002,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0
Region 4,Region 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,1,0.003,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 4,Region 60,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,3,0.018,12,0.032,9,0.018,5,0.011,5,0.013,1,0.003,4,0.01,0,0,0,0,2,0.004,2,0.004,1,0.002,0,0,3,0.007,0,0,0,0
Region 4,Region 61,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,2,0.004,0,0,0,0,1,0.003,1,0.002,1,0.002,1,0.002,0,0,1,0.002,1,0.002,1,0.002,1,0.003,0,0
Region 4,Region 62,11,0.039,2,0.012,3,0.025,3,0.037,3,0.055,3,0.068,3,0.063,14,0.172,32,0.194,75,0.198,85,0.172,29,0.063,25,0.064,31,0.082,25,0.064,22,0.054,23,0.056,14,0.029,36,0.069,24,0.05,27,0.054,26,0.056,22,0.058,20,0.063
Region 4,Region 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.011,4,0.008,3,0.007,0,0,2,0.005,2,0.005,0,0,1,0.002,1,0.002,0,0,0,0,1,0.002,1,0.002,0,0,0,0
Region 4,Region 65,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,1,0.003,3,0.006,2,0.004,1,0.003,0,0,4,0.01,0,0,0,0,1,0.002,0,0,5,0.01,8,0.016,2,0.004,3,0.008,2,0.006
Region 4,Region 66,14,0.049,10,0.059,1,0.008,3,0.037,0,0,3,0.068,2,0.042,7,0.086,9,0.054,19,0.05,43,0.087,31,0.067,28,0.072,31,0.082,20,0.051,26,0.063,30,0.072,41,0.085,28,0.053,38,0.079,30,0.059,46,0.1,24,0.063,24,0.075
Region 4,Region 67,0,0,1,0.006,0,0,0,0,0,0,0,0,1,0.021,0,0,4,0.024,5,0.013,8,0.016,7,0.015,3,0.008,2,0.005,1,0.003,4,0.01,3,0.007,4,0.008,1,0.002,2,0.004,6,0.012,0,0,3,0.008,0,0
Region 4,Region 68,3,0.011,1,0.006,0,0,0,0,0,0,1,0.023,1,0.021,0,0,3,0.018,11,0.029,15,0.03,14,0.03,5,0.013,4,0.011,7,0.018,5,0.012,5,0.012,2,0.004,4,0.008,4,0.008,4,0.008,6,0.013,2,0.005,2,0.006
Region 4,Region 69,2,0.007,1,0.006,1,0.008,1,0.012,0,0,0,0,0,0,1,0.012,1,0.006,2,0.005,11,0.022,6,0.013,6,0.015,6,0.016,5,0.013,0,0,5,0.012,4,0.008,3,0.006,5,0.01,4,0.008,7,0.015,6,0.016,1,0.003
Region 4,Region 70,1,0.004,1,0.006,1,0.008,0,0,0,0,0,0,0,0,0,0,1,0.006,5,0.013,7,0.014,5,0.011,0,0,1,0.003,2,0.005,1,0.002,1,0.002,1,0.002,3,0.006,2,0.004,1,0.002,6,0.013,0,0,0,0
Region 4,Region 71,12,0.042,4,0.023,5,0.041,0,0,2,0.037,0,0,4,0.084,6,0.074,18,0.109,108,0.285,74,0.15,24,0.052,24,0.062,26,0.069,23,0.059,24,0.059,33,0.08,31,0.064,43,0.082,28,0.058,32,0.063,35,0.076,14,0.037,19,0.06
Region 4,Region 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.003,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 4,Region 74,2,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,3,0.008,1,0.002,1,0.002,1,0.003,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 4,Region 75,7,0.025,5,0.029,3,0.025,0,0,0,0,2,0.045,0,0,0,0,1,0.006,10,0.026,3,0.006,16,0.035,12,0.031,17,0.045,11,0.028,16,0.039,21,0.051,21,0.044,21,0.04,12,0.025,12,0.024,19,0.041,9,0.024,12,0.038
Region 5,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,1,0.002,0,0,1,0.003,1,0.003,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 2,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.008,3,0.006,2,0.004,1,0.003,0,0,1,0.003,0,0,0,0,0,0,3,0.006,1,0.002,2,0.004,0,0,0,0,1,0.003
Region 5,Region 3,4,0.014,1,0.006,0,0,1,0.012,1,0.018,1,0.023,1,0.021,0,0,2,0.012,0,0,5,0.01,4,0.009,1,0.003,1,0.003,1,0.003,3,0.007,2,0.005,2,0.004,6,0.011,7,0.014,2,0.004,6,0.013,8,0.021,6,0.019
Region 5,Region 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,1,0.002,0,0,0,0,0,0,1,0.003,2,0.005,0,0,0,0,1,0.002,4,0.008,1,0.002,1,0.002,1,0.003,0,0
Region 5,Region 5,221,0.779,133,0.78,79,0.65,53,0.657,38,0.701,27,0.611,29,0.608,35,0.431,86,0.521,308,0.813,346,0.701,268,0.582,242,0.624,244,0.644,268,0.687,311,0.758,375,0.906,404,0.839,410,0.781,410,0.849,341,0.676,372,0.806,280,0.738,212,0.667
Region 5,Region 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 7,8,0.028,5,0.029,3,0.025,5,0.062,7,0.129,3,0.068,2,0.042,4,0.049,12,0.073,29,0.077,43,0.087,28,0.061,20,0.052,17,0.045,16,0.041,21,0.051,11,0.027,25,0.052,24,0.046,20,0.041,33,0.065,19,0.041,14,0.037,14,0.044
Region 5,Region 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,1,0.002,0,0,0,0
Region 5,Region 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 5,Region 12,48,0.169,19,0.111,17,0.14,15,0.186,12,0.221,10,0.226,12,0.252,16,0.197,48,0.291,98,0.259,147,0.298,101,0.219,68,0.175,75,0.198,76,0.195,63,0.154,80,0.193,107,0.222,106,0.202,73,0.151,105,0.208,77,0.167,66,0.174,55,0.173
