origin,destination,hour,cluster,leaving,heading,activity,people
4,1,8-9,1,residential,education,Sleep->Work,29
4,1,8-9,2,residential,commercial,Sleep->Work,46
4,1,8-9,3,residential,commercial,Sleep->Work,39
4,1,8-9,4,residential,commercial,Sleep->Work,36
4,1,8-9,5,residential,entertainment,Sleep->Leisure,7
4,1,8-9,6,residential,education,Sleep->Work,39
4,1,8-9,7,residential,service,Sleep->Work,29
4,1,8-9,8,residential,commercial,Sleep->Work,42
4,2,8-9,1,residential,education,Sleep->Work,3
4,2,8-9,2,residential,commercial,Sleep->Work,4
4,2,8-9,3,residential,commercial,Sleep->Work,3
4,2,8-9,4,residential,commercial,Sleep->Work,3
4,2,8-9,5,residential,entertainment,Sleep->Leisure,1
4,2,8-9,6,residential,education,Sleep->Work,3
4,2,8-9,7,residential,service,Sleep->Work,3
4,2,8-9,8,residential,commercial,Sleep->Work,4
4,3,8-9,1,residential,education,Sleep->Work,16
4,3,8-9,2,residential,commercial,Sleep->Work,25
4,3,8-9,3,residential,commercial,Sleep->Work,21
4,3,8-9,4,residential,commercial,Sleep->Work,19
4,3,8-9,5,residential,entertainment,Sleep->Leisure,4
4,3,8-9,6,residential,education,Sleep->Work,21
4,3,8-9,7,residential,service,Sleep->Work,16
4,3,8-9,8,residential,commercial,Sleep->Work,23
4,4,8-9,1,residential,education,Sleep->Work,150
4,4,8-9,2,residential,commercial,Sleep->Work,234
4,4,8-9,3,residential,commercial,Sleep->Work,200
4,4,8-9,4,residential,commercial,Sleep->Work,184
4,4,8-9,5,residential,entertainment,Sleep->Leisure,33
4,4,8-9,6,residential,education,Sleep->Work,200
4,4,8-9,7,residential,service,Sleep->Work,150
4,4,8-9,8,residential,commercial,Sleep->Work,217
4,5,8-9,1,residential,education,Sleep->Work,19
4,5,8-9,2,residential,commercial,Sleep->Work,30
4,5,8-9,3,residential,commercial,Sleep->Work,25
4,5,8-9,4,residential,commercial,Sleep->Work,23
4,5,8-9,5,residential,entertainment,Sleep->Leisure,4
4,5,8-9,6,residential,education,Sleep->Work,25
4,5,8-9,7,residential,service,Sleep->Work,19
4,5,8-9,8,residential,commercial,Sleep->Work,27
4,6,8-9,1,residential,education,Sleep->Work,9
4,6,8-9,2,residential,commercial,Sleep->Work,14
4,6,8-9,3,residential,commercial,Sleep->Work,12
4,6,8-9,4,residential,commercial,Sleep->Work,11
4,6,8-9,5,residential,entertainment,Sleep->Leisure,2
4,6,8-9,6,residential,education,Sleep->Work,12
4,6,8-9,7,residential,service,Sleep->Work,9
4,6,8-9,8,residential,commercial,Sleep->Work,13
4,7,8-9,1,residential,education,Sleep->Work,20
4,7,8-9,2,residential,commercial,Sleep->Work,32
4,7,8-9,3,residential,commercial,Sleep->Work,27
4,7,8-9,4,residential,commercial,Sleep->Work,25
4,7,8-9,5,residential,entertainment,Sleep->Leisure,4
4,7,8-9,6,residential,education,Sleep->Work,27
4,7,8-9,7,residential,service,Sleep->Work,20
4,7,8-9,8,residential,commercial,Sleep->Work,29
4,8,8-9,1,residential,education,Sleep->Work,6
4,8,8-9,2,residential,commercial,Sleep->Work,10
4,8,8-9,3,residential,commercial,Sleep->Work,8
4,8,8-9,4,residential,commercial,Sleep->Work,8
4,8,8-9,5,residential,entertainment,Sleep->Leisure,1
4,8,8-9,6,residential,education,Sleep->Work,8
4,8,8-9,7,residential,service,Sleep->Work,6
4,8,8-9,8,residential,commercial,Sleep->Work,9
4,9,8-9,1,residential,education,Sleep->Work,29
4,9,8-9,2,residential,commercial,Sleep->Work,45
4,9,8-9,3,residential,commercial,Sleep->Work,38
4,9,8-9,4,residential,commercial,Sleep->Work,35
4,9,8-9,5,residential,entertainment,Sleep->Leisure,6
4,9,8-9,6,residential,education,Sleep->Work,38
4,9,8-9,7,residential,service,Sleep->Work,29
4,9,8-9,8,residential,commercial,Sleep->Work,42
4,10,8-9,1,residential,education,Sleep->Work,36
4,10,8-9,2,residential,commercial,Sleep->Work,57
4,10,8-9,3,residential,commercial,Sleep->Work,48
4,10,8-9,4,residential,commercial,Sleep->Work,44
4,10,8-9,5,residential,entertainment,Sleep->Leisure,8
4,10,8-9,6,residential,education,Sleep->Work,48
4,10,8-9,7,residential,service,Sleep->Work,36
4,10,8-9,8,residential,commercial,Sleep->Work,52
4,11,8-9,1,residential,education,Sleep->Work,9
4,11,8-9,2,residential,commercial,Sleep->Work,15
4,11,8-9,3,residential,commercial,Sleep->Work,13
4,11,8-9,4,residential,commercial,Sleep->Work,12
4,11,8-9,5,residential,entertainment,Sleep->Leisure,2
4,11,8-9,6,residential,education,Sleep->Work,13
4,11,8-9,7,residential,service,Sleep->Work,9
4,11,8-9,8,residential,commercial,Sleep->Work,13
4,12,8-9,1,residential,education,Sleep->Work,16
4,12,8-9,2,residential,commercial,Sleep->Work,25
4,12,8-9,3,residential,commercial,Sleep->Work,21
4,12,8-9,4,residential,commercial,Sleep->Work,19
4,12,8-9,5,residential,entertainment,Sleep->Leisure,4
4,12,8-9,6,residential,education,Sleep->Work,21
4,12,8-9,7,residential,service,Sleep->Work,16
4,12,8-9,8,residential,commercial,Sleep->Work,23
4,13,8-9,1,residential,education,Sleep->Work,0
4,13,8-9,2,residential,commercial,Sleep->Work,0
4,13,8-9,3,residential,commercial,Sleep->Work,0
4,13,8-9,4,residential,commercial,Sleep->Work,0
4,13,8-9,5,residential,entertainment,Sleep->Leisure,0
4,13,8-9,6,residential,education,Sleep->Work,0
4,13,8-9,7,residential,service,Sleep->Work,0
4,13,8-9,8,residential,commercial,Sleep->Work,0
4,14,8-9,1,residential,education,Sleep->Work,4
4,14,8-9,2,residential,commercial,Sleep->Work,6
4,14,8-9,3,residential,commercial,Sleep->Work,5
4,14,8-9,4,residential,commercial,Sleep->Work,5
4,14,8-9,5,residential,entertainment,Sleep->Leisure,1
4,14,8-9,6,residential,education,Sleep->Work,5
4,14,8-9,7,residential,service,Sleep->Work,4
4,14,8-9,8,residential,commercial,Sleep->Work,6
4,15,8-9,1,residential,education,Sleep->Work,18
4,15,8-9,2,residential,commercial,Sleep->Work,29
4,15,8-9,3,residential,commercial,Sleep->Work,24
4,15,8-9,4,residential,commercial,Sleep->Work,22
4,15,8-9,5,residential,entertainment,Sleep->Leisure,4
4,15,8-9,6,residential,education,Sleep->Work,24
4,15,8-9,7,residential,service,Sleep->Work,18
4,15,8-9,8,residential,commercial,Sleep->Work,26
4,16,8-9,1,residential,education,Sleep->Work,8
4,16,8-9,2,residential,commercial,Sleep->Work,12
4,16,8-9,3,residential,commercial,Sleep->Work,10
4,16,8-9,4,residential,commercial,Sleep->Work,9
4,16,8-9,5,residential,entertainment,Sleep->Leisure,2
4,16,8-9,6,residential,education,Sleep->Work,10
4,16,8-9,7,residential,service,Sleep->Work,8
4,16,8-9,8,residential,commercial,Sleep->Work,12
5,0,8-9,1,residential,education,Sleep->Work,24
5,0,8-9,2,residential,commercial,Sleep->Work,9
5,0,8-9,3,residential,commercial,Sleep->Work,7
5,0,8-9,4,residential,industrial,Sleep->Work,4
5,0,8-9,5,residential,entertainment,Sleep->Leisure,3
5,0,8-9,6,residential,education,Sleep->Work,31
5,0,8-9,7,residential,industrial,Sleep->Work,4
5,0,8-9,8,residential,commercial,Sleep->Work,8
5,1,8-9,1,residential,education,Sleep->Work,3
5,1,8-9,2,residential,commercial,Sleep->Work,190
5,1,8-9,3,residential,commercial,Sleep->Work,163
5,1,8-9,5,residential,entertainment,Sleep->Leisure,2
5,1,8-9,6,residential,education,Sleep->Work,4
5,1,8-9,8,residential,commercial,Sleep->Work,177
5,2,8-9,1,residential,education,Sleep->Work,9
5,2,8-9,2,residential,commercial,Sleep->Work,1
5,2,8-9,3,residential,commercial,Sleep->Work,1
5,2,8-9,6,residential,education,Sleep->Work,10
5,2,8-9,8,residential,commercial,Sleep->Work,1
5,3,8-9,1,residential,education,Sleep->Work,25
5,3,8-9,2,residential,commercial,Sleep->Work,8
5,3,8-9,3,residential,commercial,Sleep->Work,6
5,3,8-9,4,residential,industrial,Sleep->Work,5
5,3,8-9,5,residential,entertainment,Sleep->Leisure,3
5,3,8-9,6,residential,education,Sleep->Work,30
5,3,8-9,7,residential,industrial,Sleep->Work,4
5,3,8-9,8,residential,commercial,Sleep->Work,7
5,4,8-9,1,residential,education,Sleep->Work,1
5,4,8-9,2,residential,commercial,Sleep->Work,48
5,4,8-9,3,residential,commercial,Sleep->Work,41
5,4,8-9,5,residential,entertainment,Sleep->Leisure,1
5,4,8-9,6,residential,education,Sleep->Work,2
5,4,8-9,8,residential,commercial,Sleep->Work,44
5,5,8-9,1,residential,education,Work->Work,14
5,5,8-9,2,residential,commercial,Work->Work,531
5,5,8-9,3,residential,commercial,Work->Work,455
5,5,8-9,4,residential,industrial,Work->Work,1
5,5,8-9,5,residential,entertainment,Leisure->Leisure,5
5,5,8-9,6,residential,education,Work->Work,19
5,5,8-9,7,residential,industrial,Work->Work,1
5,5,8-9,8,residential,commercial,Work->Work,472
5,6,8-9,1,residential,education,Sleep->Work,13
5,6,8-9,2,residential,commercial,Sleep->Work,4
5,6,8-9,3,residential,commercial,Sleep->Work,3
5,6,8-9,5,residential,entertainment,Sleep->Leisure,0
5,6,8-9,6,residential,education,Sleep->Work,17
5,6,8-9,7,residential,industrial,Sleep->Work,2
5,6,8-9,8,residential,commercial,Sleep->Work,3
5,7,8-9,1,residential,education,Sleep->Work,5
5,7,8-9,2,residential,commercial,Sleep->Work,222
5,7,8-9,3,residential,commercial,Sleep->Work,191
5,7,8-9,5,residential,entertainment,Sleep->Leisure,1
5,7,8-9,6,residential,education,Sleep->Work,7
5,7,8-9,8,residential,commercial,Sleep->Work,209
5,8,8-9,1,residential,education,Sleep->Work,12
5,8,8-9,2,residential,commercial,Sleep->Work,28
5,8,8-9,3,residential,commercial,Sleep->Work,24
5,8,8-9,4,residential,industrial,Sleep->Work,1
5,8,8-9,5,residential,entertainment,Sleep->Leisure,0
5,8,8-9,6,residential,education,Sleep->Work,16
5,8,8-9,7,residential,industrial,Sleep->Work,1
5,8,8-9,8,residential,commercial,Sleep->Work,26
5,9,8-9,1,residential,education,Sleep->Work,9
5,9,8-9,2,residential,commercial,Sleep->Work,2
5,9,8-9,3,residential,commercial,Sleep->Work,2
5,9,8-9,5,residential,entertainment,Sleep->Leisure,1
5,9,8-9,6,residential,education,Sleep->Work,11
5,9,8-9,7,residential,industrial,Sleep->Work,1
5,9,8-9,8,residential,commercial,Sleep->Work,2
5,10,8-9,1,residential,education,Sleep->Work,5
5,10,8-9,2,residential,commercial,Sleep->Work,70
5,10,8-9,3,residential,commercial,Sleep->Work,60
5,10,8-9,4,residential,industrial,Sleep->Work,0
5,10,8-9,5,residential,entertainment,Sleep->Leisure,1
5,10,8-9,6,residential,education,Sleep->Work,7
5,10,8-9,7,residential,industrial,Sleep->Work,0
5,10,8-9,8,residential,commercial,Sleep->Work,65
5,11,8-9,1,residential,education,Sleep->Work,5
5,11,8-9,2,residential,commercial,Sleep->Work,6
5,11,8-9,3,residential,commercial,Sleep->Work,5
5,11,8-9,4,residential,industrial,Sleep->Work,1
5,11,8-9,5,residential,entertainment,Sleep->Leisure,33
5,11,8-9,6,residential,education,Sleep->Work,7
5,11,8-9,7,residential,industrial,Sleep->Work,1
5,11,8-9,8,residential,commercial,Sleep->Work,6
5,12,8-9,1,residential,education,Sleep->Work,16
5,12,8-9,2,residential,commercial,Sleep->Work,2
5,12,8-9,3,residential,commercial,Sleep->Work,2
5,12,8-9,4,residential,industrial,Sleep->Work,2
5,12,8-9,5,residential,entertainment,Sleep->Leisure,1
5,12,8-9,6,residential,education,Sleep->Work,21
5,12,8-9,7,residential,industrial,Sleep->Work,2
5,12,8-9,8,residential,commercial,Sleep->Work,2
5,14,8-9,1,residential,education,Sleep->Work,18
5,14,8-9,2,residential,commercial,Sleep->Work,4
5,14,8-9,3,residential,commercial,Sleep->Work,3
5,14,8-9,4,residential,industrial,Sleep->Work,0
5,14,8-9,5,residential,entertainment,Sleep->Leisure,1
5,14,8-9,6,residential,education,Sleep->Work,24
5,14,8-9,7,residential,industrial,Sleep->Work,0
5,14,8-9,8,residential,commercial,Sleep->Work,4
5,15,8-9,1,residential,education,Sleep->Work,8
5,15,8-9,2,residential,commercial,Sleep->Work,3
5,15,8-9,3,residential,commercial,Sleep->Work,2
5,15,8-9,4,residential,industrial,Sleep->Work,1
5,15,8-9,5,residential,entertainment,Sleep->Leisure,1
5,15,8-9,6,residential,education,Sleep->Work,10
5,15,8-9,7,residential,industrial,Sleep->Work,0
5,15,8-9,8,residential,commercial,Sleep->Work,2
5,16,8-9,1,residential,education,Sleep->Work,52
5,16,8-9,2,residential,commercial,Sleep->Work,15
5,16,8-9,3,residential,commercial,Sleep->Work,13
5,16,8-9,4,residential,industrial,Sleep->Work,2
5,16,8-9,5,residential,entertainment,Sleep->Leisure,2
5,16,8-9,6,residential,education,Sleep->Work,69
5,16,8-9,7,residential,industrial,Sleep->Work,1
5,16,8-9,8,residential,commercial,Sleep->Work,14
6,0,8-9,1,residential,education,Sleep->Work,4
6,0,8-9,2,residential,commercial,Sleep->Work,6
6,0,8-9,3,residential,commercial,Sleep->Work,5
6,0,8-9,4,residential,commercial,Sleep->Work,5
6,0,8-9,5,residential,entertainment,Sleep->Leisure,1
6,0,8-9,6,residential,education,Sleep->Work,5
6,0,8-9,7,residential,commercial,Sleep->Work,4
6,0,8-9,8,residential,commercial,Sleep->Work,6
6,1,8-9,1,residential,education,Sleep->Work,19
6,1,8-9,2,residential,commercial,Sleep->Work,29
6,1,8-9,3,residential,commercial,Sleep->Work,25
6,1,8-9,4,residential,commercial,Sleep->Work,23
6,1,8-9,5,residential,entertainment,Sleep->Leisure,4
6,1,8-9,6,residential,education,Sleep->Work,25
6,1,8-9,7,residential,commercial,Sleep->Work,19
6,1,8-9,8,residential,commercial,Sleep->Work,27
6,2,8-9,1,residential,education,Sleep->Work,3
6,2,8-9,2,residential,commercial,Sleep->Work,4
6,2,8-9,3,residential,commercial,Sleep->Work,3
6,2,8-9,4,residential,commercial,Sleep->Work,3
6,2,8-9,5,residential,entertainment,Sleep->Leisure,1
6,2,8-9,6,residential,education,Sleep->Work,3
6,2,8-9,7,residential,commercial,Sleep->Work,3
6,2,8-9,8,residential,commercial,Sleep->Work,4
6,3,8-9,1,residential,education,Sleep->Work,4
6,3,8-9,2,residential,commercial,Sleep->Work,6
6,3,8-9,3,residential,commercial,Sleep->Work,5
6,3,8-9,4,residential,commercial,Sleep->Work,5
6,3,8-9,5,residential,entertainment,Sleep->Leisure,1
6,3,8-9,6,residential,education,Sleep->Work,5
6,3,8-9,7,residential,commercial,Sleep->Work,4
6,3,8-9,8,residential,commercial,Sleep->Work,6
6,4,8-9,1,residential,education,Sleep->Work,18
6,4,8-9,2,residential,commercial,Sleep->Work,28
6,4,8-9,3,residential,commercial,Sleep->Work,24
6,4,8-9,4,residential,commercial,Sleep->Work,22
6,4,8-9,5,residential,entertainment,Sleep->Leisure,4
6,4,8-9,6,residential,education,Sleep->Work,24
6,4,8-9,7,residential,commercial,Sleep->Work,18
6,4,8-9,8,residential,commercial,Sleep->Work,26
6,5,8-9,1,residential,education,Sleep->Work,4
6,5,8-9,2,residential,commercial,Sleep->Work,6
6,5,8-9,3,residential,commercial,Sleep->Work,5
6,5,8-9,4,residential,commercial,Sleep->Work,5
6,5,8-9,5,residential,entertainment,Sleep->Leisure,1
6,5,8-9,6,residential,education,Sleep->Work,5
6,5,8-9,7,residential,commercial,Sleep->Work,4
6,5,8-9,8,residential,commercial,Sleep->Work,6
6,6,8-9,1,residential,education,Sleep->Work,276
6,6,8-9,2,residential,commercial,Sleep->Work,428
6,6,8-9,3,residential,commercial,Sleep->Work,367
6,6,8-9,4,residential,commercial,Sleep->Work,337
6,6,8-9,5,residential,entertainment,Sleep->Leisure,61
6,6,8-9,6,residential,education,Sleep->Work,367
6,6,8-9,7,residential,commercial,Sleep->Work,276
6,6,8-9,8,residential,commercial,Sleep->Work,397
6,7,8-9,1,residential,education,Sleep->Work,40
6,7,8-9,2,residential,commercial,Sleep->Work,62
6,7,8-9,3,residential,commercial,Sleep->Work,53
6,7,8-9,4,residential,commercial,Sleep->Work,49
6,7,8-9,5,residential,entertainment,Sleep->Leisure,9
6,7,8-9,6,residential,education,Sleep->Work,53
6,7,8-9,7,residential,commercial,Sleep->Work,40
6,7,8-9,8,residential,commercial,Sleep->Work,58
6,8,8-9,1,residential,education,Sleep->Work,3
6,8,8-9,2,residential,commercial,Sleep->Work,5
6,8,8-9,3,residential,commercial,Sleep->Work,4
6,8,8-9,4,residential,commercial,Sleep->Work,4
6,8,8-9,5,residential,entertainment,Sleep->Leisure,1
6,8,8-9,6,residential,education,Sleep->Work,4
6,8,8-9,7,residential,commercial,Sleep->Work,3
6,8,8-9,8,residential,commercial,Sleep->Work,4
6,9,8-9,1,residential,education,Sleep->Work,2
6,9,8-9,2,residential,commercial,Sleep->Work,2
6,9,8-9,3,residential,commercial,Sleep->Work,2
6,9,8-9,4,residential,commercial,Sleep->Work,2
6,9,8-9,6,residential,education,Sleep->Work,2
6,9,8-9,7,residential,commercial,Sleep->Work,2
6,9,8-9,8,residential,commercial,Sleep->Work,2
6,10,8-9,1,residential,education,Sleep->Work,86
6,10,8-9,2,residential,commercial,Sleep->Work,133
6,10,8-9,3,residential,commercial,Sleep->Work,114
6,10,8-9,4,residential,commercial,Sleep->Work,105
6,10,8-9,5,residential,entertainment,Sleep->Leisure,19
6,10,8-9,6,residential,education,Sleep->Work,114
6,10,8-9,7,residential,commercial,Sleep->Work,86
6,10,8-9,8,residential,commercial,Sleep->Work,124
6,11,8-9,1,residential,education,Sleep->Work,4
6,11,8-9,2,residential,commercial,Sleep->Work,5
6,11,8-9,3,residential,commercial,Sleep->Work,5
6,11,8-9,4,residential,commercial,Sleep->Work,4
6,11,8-9,5,residential,entertainment,Sleep->Leisure,1
6,11,8-9,6,residential,education,Sleep->Work,5
6,11,8-9,7,residential,commercial,Sleep->Work,4
6,11,8-9,8,residential,commercial,Sleep->Work,5
6,12,8-9,1,residential,education,Sleep->Work,1
6,12,8-9,2,residential,commercial,Sleep->Work,1
6,12,8-9,3,residential,commercial,Sleep->Work,1
6,12,8-9,4,residential,commercial,Sleep->Work,1
6,12,8-9,6,residential,education,Sleep->Work,1
6,12,8-9,7,residential,commercial,Sleep->Work,1
6,12,8-9,8,residential,commercial,Sleep->Work,1
6,14,8-9,1,residential,education,Sleep->Work,1
6,14,8-9,2,residential,commercial,Sleep->Work,1
6,14,8-9,3,residential,commercial,Sleep->Work,1
6,14,8-9,4,residential,commercial,Sleep->Work,1
6,14,8-9,6,residential,education,Sleep->Work,1
6,14,8-9,7,residential,commercial,Sleep->Work,1
6,14,8-9,8,residential,commercial,Sleep->Work,1
6,15,8-9,1,residential,education,Sleep->Work,9
6,15,8-9,2,residential,commercial,Sleep->Work,13
6,15,8-9,3,residential,commercial,Sleep->Work,11
6,15,8-9,4,residential,commercial,Sleep->Work,10
6,15,8-9,5,residential,entertainment,Sleep->Leisure,2
6,15,8-9,6,residential,education,Sleep->Work,11
6,15,8-9,7,residential,commercial,Sleep->Work,9
6,15,8-9,8,residential,commercial,Sleep->Work,12
6,16,8-9,1,residential,education,Sleep->Work,1
6,16,8-9,2,residential,commercial,Sleep->Work,2
6,16,8-9,3,residential,commercial,Sleep->Work,1
6,16,8-9,4,residential,commercial,Sleep->Work,1
6,16,8-9,6,residential,education,Sleep->Work,1
6,16,8-9,7,residential,commercial,Sleep->Work,1
6,16,8-9,8,residential,commercial,Sleep->Work,2
7,0,8-9,1,residential,education,Sleep->Work,14
7,0,8-9,2,residential,commercial,Sleep->Work,23
7,0,8-9,3,residential,commercial,Sleep->Work,19
7,0,8-9,4,residential,commercial,Sleep->Work,18
7,0,8-9,5,residential,medical,Sleep->Leisure,3
7,0,8-9,6,residential,education,Sleep->Work,19
7,0,8-9,7,residential,industrial,Sleep->Work,14
7,0,8-9,8,residential,commercial,Sleep->Work,21
7,1,8-9,1,residential,education,Sleep->Work,113
7,1,8-9,2,residential,commercial,Sleep->Work,176
7,1,8-9,3,residential,commercial,Sleep->Work,151
7,1,8-9,4,residential,commercial,Sleep->Work,139
7,1,8-9,5,residential,medical,Sleep->Leisure,25
7,1,8-9,6,residential,education,Sleep->Work,151
7,1,8-9,7,residential,industrial,Sleep->Work,113
7,1,8-9,8,residential,commercial,Sleep->Work,164
7,2,8-9,1,residential,education,Sleep->Work,6
7,2,8-9,2,residential,commercial,Sleep->Work,10
7,2,8-9,3,residential,commercial,Sleep->Work,8
7,2,8-9,4,residential,commercial,Sleep->Work,8
7,2,8-9,5,residential,medical,Sleep->Leisure,1
7,2,8-9,6,residential,education,Sleep->Work,8
7,2,8-9,7,residential,industrial,Sleep->Work,6
7,2,8-9,8,residential,commercial,Sleep->Work,9
7,3,8-9,1,residential,education,Sleep->Work,18
7,3,8-9,2,residential,commercial,Sleep->Work,28
7,3,8-9,3,residential,commercial,Sleep->Work,24
7,3,8-9,4,residential,commercial,Sleep->Work,22
7,3,8-9,5,residential,medical,Sleep->Leisure,4
7,3,8-9,6,residential,education,Sleep->Work,24
7,3,8-9,7,residential,industrial,Sleep->Work,18
7,3,8-9,8,residential,commercial,Sleep->Work,26
7,4,8-9,1,residential,education,Sleep->Work,55
7,4,8-9,2,residential,commercial,Sleep->Work,86
7,4,8-9,3,residential,commercial,Sleep->Work,74
7,4,8-9,4,residential,commercial,Sleep->Work,68
7,4,8-9,5,residential,medical,Sleep->Leisure,12
7,4,8-9,6,residential,education,Sleep->Work,74
7,4,8-9,7,residential,industrial,Sleep->Work,55
7,4,8-9,8,residential,commercial,Sleep->Work,80
7,5,8-9,1,residential,education,Sleep->Work,80
7,5,8-9,2,residential,commercial,Sleep->Work,124
7,5,8-9,3,residential,commercial,Sleep->Work,106
7,5,8-9,4,residential,commercial,Sleep->Work,97
7,5,8-9,5,residential,medical,Sleep->Leisure,18
7,5,8-9,6,residential,education,Sleep->Work,106
7,5,8-9,7,residential,industrial,Sleep->Work,80
7,5,8-9,8,residential,commercial,Sleep->Work,115
7,6,8-9,1,residential,education,Sleep->Work,49
7,6,8-9,2,residential,commercial,Sleep->Work,76
7,6,8-9,3,residential,commercial,Sleep->Work,65
7,6,8-9,4,residential,commercial,Sleep->Work,60
7,6,8-9,5,residential,medical,Sleep->Leisure,11
7,6,8-9,6,residential,education,Sleep->Work,65
7,6,8-9,7,residential,industrial,Sleep->Work,49
7,6,8-9,8,residential,commercial,Sleep->Work,71
7,7,8-9,1,residential,education,Sleep->Work,379
7,7,8-9,2,residential,commercial,Sleep->Work,588
7,7,8-9,3,residential,commercial,Sleep->Work,504
7,7,8-9,4,residential,commercial,Sleep->Work,462
7,7,8-9,5,residential,medical,Sleep->Leisure,84
7,7,8-9,6,residential,education,Sleep->Work,504
7,7,8-9,7,residential,industrial,Sleep->Work,379
7,7,8-9,8,residential,commercial,Sleep->Work,546
7,8,8-9,1,residential,education,Sleep->Work,18
7,8,8-9,2,residential,commercial,Sleep->Work,27
7,8,8-9,3,residential,commercial,Sleep->Work,23
7,8,8-9,4,residential,commercial,Sleep->Work,21
7,8,8-9,5,residential,medical,Sleep->Leisure,4
7,8,8-9,6,residential,education,Sleep->Work,23
7,8,8-9,7,residential,industrial,Sleep->Work,18
7,8,8-9,8,residential,commercial,Sleep->Work,25
7,9,8-9,1,residential,education,Sleep->Work,2
7,9,8-9,2,residential,commercial,Sleep->Work,3
7,9,8-9,3,residential,commercial,Sleep->Work,3
7,9,8-9,4,residential,commercial,Sleep->Work,3
7,9,8-9,6,residential,education,Sleep->Work,3
7,9,8-9,7,residential,industrial,Sleep->Work,2
7,9,8-9,8,residential,commercial,Sleep->Work,3
7,10,8-9,1,residential,education,Sleep->Work,94
7,10,8-9,2,residential,commercial,Sleep->Work,146
7,10,8-9,3,residential,commercial,Sleep->Work,125
7,10,8-9,4,residential,commercial,Sleep->Work,115
7,10,8-9,5,residential,medical,Sleep->Leisure,21
7,10,8-9,6,residential,education,Sleep->Work,125
7,10,8-9,7,residential,industrial,Sleep->Work,94
7,10,8-9,8,residential,commercial,Sleep->Work,136
7,11,8-9,1,residential,education,Sleep->Work,11
7,11,8-9,2,residential,commercial,Sleep->Work,17
7,11,8-9,3,residential,commercial,Sleep->Work,14
7,11,8-9,4,residential,commercial,Sleep->Work,13
7,11,8-9,5,residential,medical,Sleep->Leisure,2
7,11,8-9,6,residential,education,Sleep->Work,14
7,11,8-9,7,residential,industrial,Sleep->Work,11
7,11,8-9,8,residential,commercial,Sleep->Work,16
7,12,8-9,1,residential,education,Sleep->Work,1
7,12,8-9,2,residential,commercial,Sleep->Work,2
7,12,8-9,3,residential,commercial,Sleep->Work,1
7,12,8-9,4,residential,commercial,Sleep->Work,1
7,12,8-9,6,residential,education,Sleep->Work,1
7,12,8-9,7,residential,industrial,Sleep->Work,1
7,12,8-9,8,residential,commercial,Sleep->Work,1
7,14,8-9,1,residential,education,Sleep->Work,2
7,14,8-9,2,residential,commercial,Sleep->Work,4
7,14,8-9,3,residential,commercial,Sleep->Work,3
7,14,8-9,4,residential,commercial,Sleep->Work,3
7,14,8-9,5,residential,medical,Sleep->Leisure,1
7,14,8-9,6,residential,education,Sleep->Work,3
7,14,8-9,7,residential,industrial,Sleep->Work,2
7,14,8-9,8,residential,commercial,Sleep->Work,3
7,15,8-9,1,residential,education,Sleep->Work,12
7,15,8-9,2,residential,commercial,Sleep->Work,18
7,15,8-9,3,residential,commercial,Sleep->Work,16
7,15,8-9,4,residential,commercial,Sleep->Work,14
7,15,8-9,5,residential,medical,Sleep->Leisure,3
7,15,8-9,6,residential,education,Sleep->Work,16
7,15,8-9,7,residential,industrial,Sleep->Work,12
7,15,8-9,8,residential,commercial,Sleep->Work,17
7,16,8-9,1,residential,education,Sleep->Work,6
7,16,8-9,2,residential,commercial,Sleep->Work,9
7,16,8-9,3,residential,commercial,Sleep->Work,8
7,16,8-9,4,residential,commercial,Sleep->Work,7
7,16,8-9,5,residential,medical,Sleep->Leisure,1
7,16,8-9,6,residential,education,Sleep->Work,8
7,16,8-9,7,residential,industrial,Sleep->Work,6
7,16,8-9,8,residential,commercial,Sleep->Work,8
8,0,8-9,1,residential,education,Sleep->Work,8
8,0,8-9,2,residential,commercial,Sleep->Work,6
8,0,8-9,3,residential,commercial,Sleep->Work,8
8,0,8-9,4,residential,commercial,Sleep->Work,6
8,0,8-9,5,residential,religious,Sleep->Leisure,7
8,0,8-9,6,residential,education,Sleep->Work,6
8,0,8-9,7,residential,commercial,Sleep->Work,6
8,0,8-9,8,residential,commercial,Sleep->Work,5
8,1,8-9,1,residential,education,Sleep->Work,7
8,1,8-9,2,residential,commercial,Sleep->Work,6
8,1,8-9,3,residential,commercial,Sleep->Work,5
8,1,8-9,4,residential,commercial,Sleep->Work,5
8,1,8-9,5,residential,religious,Sleep->Leisure,7
8,1,8-9,6,residential,education,Sleep->Work,5
8,1,8-9,7,residential,commercial,Sleep->Work,6
8,1,8-9,8,residential,commercial,Sleep->Work,6
8,2,8-9,1,residential,education,Sleep->Work,0
8,2,8-9,2,residential,commercial,Sleep->Work,0
8,2,8-9,3,residential,commercial,Sleep->Work,1
8,2,8-9,4,residential,commercial,Sleep->Work,0
8,2,8-9,5,residential,religious,Sleep->Leisure,1
8,2,8-9,6,residential,education,Sleep->Work,0
8,2,8-9,7,residential,commercial,Sleep->Work,1
8,2,8-9,8,residential,commercial,Sleep->Work,0
8,3,8-9,1,residential,education,Sleep->Work,6
8,3,8-9,2,residential,commercial,Sleep->Work,5
8,3,8-9,3,residential,commercial,Sleep->Work,5
8,3,8-9,4,residential,commercial,Sleep->Work,5
