Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 48,Region 109,13,0.026,9,0.036,1,0.007,2,0.022,3,0.046,2,0.032,1,0.01,8,0.034,5,0.012,11,0.015,13,0.011,11,0.011,17,0.022,20,0.028,12,0.016,16,0.02,24,0.032,25,0.028,21,0.019,27,0.026,15,0.014,14,0.015,20,0.03,16,0.03
Region 48,Region 110,2,0.004,1,0.004,0,0,1,0.011,0,0,0,0,0,0,1,0.004,0,0,2,0.003,1,0.001,0,0,1,0.001,1,0.001,0,0,1,0.001,3,0.004,0,0,0,0,4,0.004,3,0.003,2,0.002,1,0.001,2,0.004
Region 48,Region 111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,1,0.001,1,0.001,0,0
Region 48,Region 113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,1,0.002
Region 48,Region 114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 115,1,0.002,0,0,1,0.007,1,0.011,0,0,0,0,0,0,1,0.004,3,0.007,3,0.004,10,0.009,7,0.007,7,0.009,7,0.01,10,0.013,10,0.012,3,0.004,15,0.017,6,0.005,5,0.005,3,0.003,6,0.007,8,0.012,8,0.015
Region 48,Region 116,2,0.004,2,0.008,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,2,0.003,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,3,0.003,1,0.001,3,0.003,2,0.002,2,0.002,1,0.001,3,0.006
Region 48,Region 117,3,0.006,2,0.008,1,0.007,1,0.011,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,2,0.002,0,0,0,0,0,0,3,0.004,3,0.004,6,0.007,6,0.005,1,0.001,2,0.002,3,0.003,1,0.001,2,0.004
Region 48,Region 118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.002
Region 48,Region 119,1,0.002,2,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,1,0.001,0,0,2,0.002,1,0.001,2,0.002,2,0.002,0,0,3,0.004,1,0.002
Region 48,Region 120,2,0.004,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0,0,0,1,0.001,2,0.002,0,0,0,0,0,0,0,0
Region 48,Region 121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,2,0.002,1,0.001,0,0,2,0.003,1,0.002
Region 48,Region 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 124,1,0.002,1,0.004,0,0,1,0.011,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,2,0.003,0,0,2,0.003,2,0.002,1,0.001,2,0.002,3,0.003,1,0.001,0,0,0,0
Region 48,Region 125,2,0.004,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0
Region 48,Region 126,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,2,0.003,2,0.002,2,0.002,2,0.003,0,0,1,0.001,1,0.001,1,0.001,2,0.002,1,0.001,0,0,0,0,1,0.001,0,0,0,0
Region 48,Region 127,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,1,0.002,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,1,0.001,0,0,1,0.001,0,0,1,0.002
Region 48,Region 128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0
Region 48,Region 129,5,0.01,1,0.004,2,0.013,1,0.011,1,0.015,0,0,0,0,3,0.013,5,0.012,5,0.007,11,0.01,9,0.009,12,0.016,6,0.008,17,0.022,8,0.01,3,0.004,9,0.01,11,0.01,8,0.008,11,0.01,8,0.009,6,0.009,7,0.013
Region 48,Region 130,9,0.018,3,0.012,2,0.013,3,0.032,0,0,0,0,0,0,2,0.008,6,0.014,13,0.018,20,0.017,42,0.041,19,0.025,21,0.03,17,0.022,19,0.023,20,0.026,23,0.026,26,0.024,28,0.027,29,0.027,26,0.028,11,0.016,13,0.024
Region 48,Region 131,4,0.008,4,0.016,0,0,1,0.011,1,0.015,0,0,0,0,1,0.004,3,0.007,4,0.006,0,0,1,0.001,4,0.005,5,0.007,9,0.012,7,0.009,2,0.003,7,0.008,2,0.002,6,0.006,8,0.008,4,0.004,4,0.006,3,0.006
Region 48,Region 132,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,3,0.003,3,0.004,1,0.001,0,0,3,0.004,3,0.004,1,0.001,1,0.001,5,0.005,3,0.003,3,0.003,0,0,2,0.004
Region 48,Region 133,14,0.028,9,0.036,3,0.02,2,0.022,3,0.046,2,0.032,1,0.01,1,0.004,7,0.017,9,0.012,23,0.02,25,0.025,25,0.032,18,0.025,9,0.012,27,0.033,22,0.029,21,0.023,25,0.023,26,0.025,29,0.027,26,0.028,20,0.03,19,0.035
Region 48,Region 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,1,0.001,1,0.001,0,0,0,0,2,0.002,0,0,0,0,0,0,3,0.003,3,0.003,0,0,1,0.001,1,0.002
Region 48,Region 135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0
Region 48,Region 136,3,0.006,1,0.004,1,0.007,0,0,1,0.015,1,0.016,0,0,0,0,1,0.002,4,0.006,2,0.002,6,0.006,2,0.003,1,0.001,3,0.004,2,0.002,2,0.003,6,0.007,2,0.002,1,0.001,7,0.007,2,0.002,4,0.006,10,0.019
Region 48,Region 137,1,0.002,0,0,1,0.007,0,0,1,0.015,1,0.016,0,0,0,0,1,0.002,2,0.003,5,0.004,2,0.002,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0,3,0.003,1,0.001,1,0.001,1,0.002
Region 48,Region 138,2,0.004,1,0.004,1,0.007,0,0,0,0,0,0,0,0,1,0.004,6,0.014,6,0.008,8,0.007,2,0.002,2,0.003,1,0.001,3,0.004,4,0.005,7,0.009,1,0.001,2,0.002,1,0.001,7,0.007,5,0.005,3,0.004,1,0.002
Region 48,Region 139,0,0,0,0,0,0,1,0.011,0,0,0,0,0,0,1,0.004,0,0,1,0.001,3,0.003,4,0.004,2,0.003,2,0.003,1,0.001,2,0.002,0,0,4,0.004,1,0.001,0,0,2,0.002,0,0,0,0,3,0.006
Region 48,Region 140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,1,0.001,0,0,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,0,0
Region 48,Region 141,4,0.008,1,0.004,2,0.013,0,0,1,0.015,0,0,0,0,1,0.004,0,0,1,0.001,5,0.004,8,0.008,10,0.013,2,0.003,4,0.005,5,0.006,1,0.001,1,0.001,9,0.008,6,0.006,7,0.007,7,0.008,4,0.006,7,0.013
Region 48,Region 142,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,2,0.002,0,0,0,0,0,0
Region 48,Region 143,5,0.01,1,0.004,1,0.007,3,0.032,0,0,0,0,0,0,0,0,1,0.002,5,0.007,4,0.003,9,0.009,6,0.008,2,0.003,4,0.005,3,0.004,6,0.008,5,0.006,12,0.011,9,0.009,10,0.009,3,0.003,3,0.004,2,0.004
Region 48,Region 144,2,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,2,0.002,1,0.001,1,0.001,0,0,3,0.004,1,0.002
Region 48,Region 145,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,2,0.002,0,0,0,0,1,0.001,0,0
Region 48,Region 146,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,3,0.004,1,0.001,2,0.003,0,0,0,0,1,0.001,3,0.003,1,0.001,1,0.001,1,0.001,0,0,0,0
Region 48,Region 147,11,0.022,6,0.024,1,0.007,0,0,0,0,0,0,0,0,1,0.004,3,0.007,5,0.007,7,0.006,9,0.009,7,0.009,5,0.007,9,0.012,17,0.021,10,0.013,15,0.017,17,0.016,5,0.005,4,0.004,15,0.016,8,0.012,6,0.011
Region 48,Region 148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0
Region 48,Region 149,1,0.002,1,0.004,1,0.007,1,0.011,1,0.015,0,0,0,0,0,0,0,0,1,0.001,4,0.003,3,0.003,6,0.008,2,0.003,4,0.005,1,0.001,2,0.003,1,0.001,4,0.004,2,0.002,2,0.002,1,0.001,4,0.006,1,0.002
Region 48,Region 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0
Region 48,Region 151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 152,3,0.006,2,0.008,1,0.007,2,0.022,0,0,1,0.016,0,0,0,0,0,0,0,0,1,0.001,1,0.001,2,0.003,1,0.001,2,0.003,1,0.001,0,0,2,0.002,7,0.006,2,0.002,1,0.001,1,0.001,0,0,2,0.004
Region 48,Region 153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,2,0.002,0,0,0,0,2,0.002,1,0.001,0,0,0,0
Region 48,Region 155,6,0.012,4,0.016,0,0,0,0,0,0,0,0,1,0.01,1,0.004,1,0.002,4,0.006,6,0.005,5,0.005,6,0.008,1,0.001,2,0.003,5,0.006,5,0.007,3,0.003,10,0.009,9,0.009,6,0.006,3,0.003,1,0.001,6,0.011
Region 48,Region 156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,1,0.001,1,0.001,2,0.003,4,0.005,2,0.003,3,0.003,4,0.004,1,0.001,2,0.002,3,0.003,3,0.004,0,0
Region 48,Region 157,0,0,0,0,1,0.007,0,0,0,0,1,0.016,0,0,0,0,0,0,0,0,0,0,3,0.003,1,0.001,1,0.001,0,0,1,0.001,1,0.001,1,0.001,8,0.007,6,0.006,1,0.001,1,0.001,1,0.001,1,0.002
Region 48,Region 158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,1,0.001,1,0.001,2,0.002,0,0,1,0.001,3,0.004,0,0,4,0.005,1,0.001,0,0,0,0,2,0.002,0,0,0,0,0,0
Region 48,Region 159,5,0.01,0,0,0,0,0,0,1,0.015,1,0.016,1,0.01,0,0,0,0,0,0,0,0,4,0.004,3,0.004,1,0.001,1,0.001,1,0.001,2,0.003,3,0.003,4,0.004,0,0,0,0,3,0.003,3,0.004,1,0.002
Region 48,Region 160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,2,0.003,3,0.003,0,0,3,0.004,1,0.001,0,0,2,0.002,1,0.001,2,0.002,4,0.004,1,0.001,2,0.002,1,0.001,1,0.001,1,0.002
Region 48,Region 162,3,0.006,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,1,0.001,0,0,1,0.001,1,0.001,2,0.003,2,0.002,3,0.003,1,0.001,0,0,0,0,0,0,0,0
Region 48,Region 163,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,2,0.003,0,0,0,0,0,0,0,0,1,0.001,1,0.001,1,0.002
Region 48,Region 164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,0,0
Region 48,Region 165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,1,0.001,1,0.001,0,0,0,0,1,0.001,0,0,0,0,2,0.004
Region 48,Region 166,6,0.012,2,0.008,1,0.007,0,0,2,0.031,0,0,2,0.019,8,0.034,4,0.01,7,0.01,18,0.016,10,0.01,8,0.01,9,0.013,4,0.005,13,0.016,10,0.013,9,0.01,8,0.007,10,0.01,8,0.008,4,0.004,4,0.006,5,0.009
Region 48,Region 167,4,0.008,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,3,0.004,1,0.001,4,0.005,4,0.004,3,0.003,4,0.004,3,0.003,4,0.004,2,0.003,1,0.002
Region 48,Region 168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 169,1,0.002,1,0.004,0,0,2,0.022,0,0,0,0,0,0,0,0,1,0.002,1,0.001,1,0.001,4,0.004,2,0.003,0,0,2,0.003,4,0.005,3,0.004,3,0.003,4,0.004,3,0.003,6,0.006,4,0.004,5,0.007,3,0.006
Region 48,Region 170,3,0.006,0,0,0,0,1,0.011,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,1,0.001,1,0.001,0,0,2,0.003,1,0.001,1,0.001,1,0.001,3,0.003,6,0.006,4,0.004,4,0.004,0,0,2,0.004
Region 48,Region 171,1,0.002,1,0.004,0,0,0,0,0,0,0,0,1,0.01,0,0,2,0.005,2,0.003,3,0.003,7,0.007,4,0.005,0,0,6,0.008,2,0.002,3,0.004,4,0.004,7,0.006,13,0.013,3,0.003,4,0.004,3,0.004,3,0.006
Region 48,Region 172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,0,0,0,0,0,0,0,0
Region 48,Region 173,7,0.014,3,0.012,1,0.007,1,0.011,3,0.046,0,0,0,0,2,0.008,1,0.002,6,0.008,3,0.003,3,0.003,2,0.003,7,0.01,8,0.01,8,0.01,2,0.003,7,0.008,11,0.01,15,0.015,8,0.008,10,0.011,6,0.009,8,0.015
Region 48,Region 174,0,0,0,0,0,0,0,0,0,0,1,0.016,0,0,2,0.008,1,0.002,1,0.001,0,0,0,0,0,0,2,0.003,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,1,0.001,0,0,0,0
Region 48,Region 175,76,0.151,36,0.142,6,0.04,17,0.184,3,0.046,6,0.096,5,0.048,10,0.042,35,0.084,47,0.065,80,0.069,84,0.082,63,0.082,76,0.107,87,0.114,97,0.119,78,0.103,95,0.106,135,0.123,209,0.203,207,0.196,108,0.118,69,0.102,63,0.117
Region 48,Region 176,40,0.079,17,0.067,7,0.046,5,0.054,5,0.076,4,0.064,2,0.019,2,0.008,10,0.024,21,0.029,36,0.031,66,0.065,64,0.083,61,0.086,62,0.081,62,0.076,47,0.062,66,0.074,72,0.066,71,0.069,73,0.069,74,0.081,41,0.061,38,0.071
Region 48,Region 177,0,0,2,0.008,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,1,0.001,0,0,2,0.002,1,0.001,1,0.001,1,0.001,1,0.001,2,0.003,1,0.001,2,0.002,5,0.005,3,0.003,2,0.002,1,0.001,2,0.004
Region 48,Region 178,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,1,0.001,1,0.001,1,0.001,0,0,0,0,0,0
Region 48,Region 179,1,0.002,1,0.004,2,0.013,0,0,0,0,1,0.016,1,0.01,1,0.004,0,0,0,0,1,0.001,1,0.001,2,0.003,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,2,0.004
Region 48,Region 180,0,0,0,0,0,0,1,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 181,0,0,1,0.004,1,0.007,1,0.011,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,1,0.001,0,0,2,0.003,1,0.001,2,0.003,3,0.003,2,0.002,2,0.002,1,0.001,1,0.001,1,0.001,0,0
Region 48,Region 182,2,0.004,0,0,0,0,1,0.011,0,0,0,0,0,0,0,0,1,0.002,2,0.003,4,0.003,5,0.005,2,0.003,7,0.01,6,0.008,4,0.005,4,0.005,3,0.003,3,0.003,6,0.006,5,0.005,1,0.001,3,0.004,6,0.011
Region 48,Region 183,12,0.024,4,0.016,3,0.02,0,0,3,0.046,0,0,2,0.019,4,0.017,6,0.014,6,0.008,13,0.011,19,0.019,13,0.017,10,0.014,17,0.022,15,0.018,10,0.013,11,0.012,18,0.016,14,0.014,11,0.01,12,0.013,9,0.013,11,0.02
Region 48,Region 184,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.003,2,0.002,0,0,0,0,0,0,1,0.001,2,0.002,0,0,3,0.003,2,0.002,3,0.003,1,0.001,0,0,0,0,2,0.004
Region 48,Region 185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.002
Region 48,Region 186,1,0.002,1,0.004,1,0.007,0,0,0,0,0,0,0,0,1,0.004,0,0,1,0.001,1,0.001,1,0.001,0,0,1,0.001,1,0.001,0,0,2,0.003,1,0.001,2,0.002,6,0.006,1,0.001,1,0.001,1,0.001,3,0.006
Region 48,Region 187,42,0.083,10,0.04,5,0.033,3,0.032,4,0.061,2,0.032,7,0.067,11,0.046,17,0.041,23,0.032,28,0.024,36,0.035,24,0.031,40,0.056,26,0.034,46,0.056,39,0.052,63,0.07,52,0.048,43,0.042,30,0.028,33,0.036,30,0.044,44,0.082
Region 48,Region 188,1,0.002,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,2,0.002,0,0,3,0.003,3,0.003,1,0.001,0,0
Region 48,Region 189,1,0.002,1,0.004,2,0.013,0,0,0,0,0,0,0,0,1,0.004,2,0.005,1,0.001,4,0.003,4,0.004,3,0.004,3,0.004,4,0.005,6,0.007,3,0.004,3,0.003,10,0.009,10,0.01,9,0.009,8,0.009,6,0.009,1,0.002
Region 48,Region 190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 48,Region 191,9,0.018,2,0.008,3,0.02,1,0.011,1,0.015,2,0.032,0,0,0,0,0,0,2,0.003,8,0.007,10,0.01,7,0.009,8,0.011,3,0.004,8,0.01,10,0.013,6,0.007,19,0.017,17,0.017,7,0.007,7,0.008,5,0.007,3,0.006
Region 48,Region 192,0,0,3,0.012,1,0.007,1,0.011,0,0,0,0,0,0,0,0,2,0.005,3,0.004,5,0.004,1,0.001,1,0.001,2,0.003,1,0.001,3,0.004,1,0.001,4,0.004,5,0.005,3,0.003,3,0.003,4,0.004,0,0,2,0.004
Region 48,Region 193,1,0.002,0,0,1,0.007,0,0,1,0.015,0,0,0,0,0,0,1,0.002,1,0.001,2,0.002,2,0.002,4,0.005,1,0.001,4,0.005,2,0.002,2,0.003,7,0.008,10,0.009,3,0.003,5,0.005,5,0.005,3,0.004,3,0.006
Region 48,Region 194,0,0,0,0,0,0,0,0,1,0.015,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,1,0.001,0,0,1,0.001,1,0.001,1,0.001,1,0.001,3,0.003,1,0.001,1,0.001,0,0,0,0
Region 48,Region 195,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,2,0.002,2,0.002,0,0,1,0.001,2,0.003,2,0.002,1,0.001,2,0.002,1,0.001,2,0.002,0,0,3,0.003,1,0.001,1,0.002
Region 48,Region 196,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,1,0.001,1,0.001,0,0,0,0,1,0.001,0,0,0,0,1,0.001,1,0.001,1,0.001,0,0,2,0.002,0,0,0,0,1,0.002
Region 48,Region 197,2,0.004,0,0,1,0.007,0,0,0,0,1,0.016,1,0.01,0,0,0,0,1,0.001,1,0.001,3,0.003,2,0.003,0,0,2,0.003,2,0.002,5,0.007,4,0.004,3,0.003,8,0.008,4,0.004,2,0.002,3,0.004,3,0.006
Region 49,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 49,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,2,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 49,Region 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 49,Region 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
