Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 13,Region 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.008
Region 13,Region 26,0,0,0,0,0,0,0,0,0,0,0,0,2,0.019,4,0.018,7,0.019,4,0.013,4,0.016,3,0.013,3,0.011,3,0.01,5,0.018,0,0,2,0.006,1,0.003,2,0.005,3,0.01,3,0.014,2,0.01,2,0.013,1,0.008
Region 13,Region 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,3,0.01,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 13,Region 28,3,0.035,3,0.07,3,0.115,1,0.048,0,0,0,0,1,0.01,4,0.018,2,0.005,4,0.013,2,0.008,3,0.013,2,0.008,2,0.007,1,0.004,6,0.019,6,0.018,3,0.008,3,0.007,4,0.013,1,0.005,2,0.01,4,0.026,2,0.017
Region 13,Region 29,0,0,0,0,1,0.038,0,0,0,0,0,0,0,0,1,0.005,4,0.011,0,0,2,0.008,1,0.004,3,0.011,1,0.003,0,0,3,0.01,1,0.003,1,0.003,1,0.002,2,0.007,1,0.005,2,0.01,1,0.006,1,0.008
Region 13,Region 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,1,0.004,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 31,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 13,Region 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,0,0,0,0,1,0.003,1,0.004,0,0,0,0,1,0.003,0,0,1,0.003,0,0,0,0,0,0,0,0
Region 13,Region 33,0,0,1,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 35,0,0,0,0,0,0,1,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,2,0.008,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,2,0.017
Region 13,Region 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.005,0,0,2,0.013,0,0
Region 13,Region 37,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,4,0.011,2,0.006,2,0.008,4,0.017,3,0.011,0,0,5,0.018,1,0.003,1,0.003,1,0.003,0,0,4,0.013,1,0.005,1,0.005,3,0.019,1,0.008
Region 13,Region 38,0,0,0,0,0,0,1,0.048,0,0,2,0.047,0,0,4,0.018,1,0.003,0,0,1,0.004,3,0.013,1,0.004,2,0.007,6,0.021,3,0.01,5,0.015,10,0.025,4,0.01,2,0.007,3,0.014,1,0.005,1,0.006,3,0.025
Region 13,Region 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 13,Region 40,0,0,0,0,0,0,1,0.048,2,0.087,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,1,0.003,1,0.003,0,0,0,0,1,0.004,1,0.003,2,0.007,2,0.006,1,0.003,1,0.003,5,0.012,3,0.01,0,0,1,0.005,2,0.013,2,0.017
Region 13,Region 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.004,0,0,0,0,1,0.003,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 13,Region 44,2,0.023,0,0,0,0,1,0.048,1,0.043,2,0.047,0,0,6,0.027,10,0.027,6,0.019,2,0.008,0,0,2,0.008,5,0.017,0,0,3,0.01,2,0.006,3,0.008,2,0.005,3,0.01,1,0.005,2,0.01,4,0.026,2,0.017
Region 13,Region 45,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 13,Region 46,0,0,0,0,0,0,0,0,0,0,1,0.023,1,0.01,1,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 13,Region 47,0,0,2,0.047,1,0.038,0,0,2,0.087,2,0.047,3,0.029,8,0.037,10,0.027,6,0.019,5,0.02,12,0.051,10,0.038,5,0.017,10,0.035,11,0.036,9,0.027,6,0.015,7,0.017,6,0.02,16,0.074,7,0.036,6,0.038,4,0.033
Region 13,Region 48,1,0.012,0,0,0,0,0,0,1,0.043,1,0.023,1,0.01,2,0.009,4,0.011,1,0.003,2,0.008,3,0.013,2,0.008,1,0.003,1,0.004,3,0.01,5,0.015,4,0.01,1,0.002,2,0.007,3,0.014,2,0.01,1,0.006,3,0.025
Region 13,Region 49,0,0,0,0,0,0,0,0,0,0,2,0.047,0,0,0,0,2,0.005,2,0.006,0,0,1,0.004,0,0,4,0.014,0,0,0,0,1,0.003,3,0.008,1,0.002,0,0,0,0,2,0.01,0,0,0,0
Region 14,Region 0,1,0.012,1,0.023,0,0,0,0,0,0,0,0,0,0,0,0,7,0.019,2,0.006,4,0.016,1,0.004,0,0,2,0.007,1,0.004,0,0,3,0.009,0,0,9,0.022,3,0.01,1,0.005,5,0.025,0,0,1,0.008
Region 14,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,1,0.003,0,0,0,0,0,0,1,0.004,2,0.007,0,0,0,0,1,0.003,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 14,Region 2,1,0.012,0,0,0,0,0,0,0,0,2,0.047,0,0,1,0.005,1,0.003,1,0.003,0,0,0,0,0,0,0,0,0,0,2,0.006,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.006,1,0.008
Region 14,Region 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.003,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008
Region 14,Region 4,48,0.558,13,0.305,9,0.344,16,0.772,12,0.519,31,0.727,58,0.551,104,0.475,184,0.502,184,0.593,113,0.455,157,0.662,154,0.583,190,0.643,231,0.812,249,0.809,294,0.894,304,0.77,295,0.723,186,0.612,125,0.579,88,0.448,71,0.455,63,0.522
Region 14,Region 5,0,0,0,0,1,0.038,0,0,0,0,0,0,2,0.019,3,0.014,7,0.019,1,0.003,3,0.012,1,0.004,2,0.008,1,0.003,3,0.011,5,0.016,3,0.009,0,0,6,0.015,3,0.01,1,0.005,0,0,1,0.006,4,0.033
Region 14,Region 6,2,0.023,1,0.023,2,0.076,1,0.048,1,0.043,1,0.023,2,0.019,5,0.023,8,0.022,6,0.019,8,0.032,9,0.038,11,0.042,5,0.017,12,0.042,9,0.029,9,0.027,10,0.025,11,0.027,9,0.03,8,0.037,13,0.066,4,0.026,5,0.041
Region 14,Region 7,0,0,2,0.047,0,0,1,0.048,1,0.043,4,0.094,12,0.114,28,0.128,27,0.074,22,0.071,17,0.068,12,0.051,16,0.061,21,0.071,21,0.074,14,0.045,22,0.067,20,0.051,24,0.059,14,0.046,11,0.051,6,0.031,6,0.038,8,0.066
Region 14,Region 8,0,0,2,0.047,0,0,0,0,1,0.043,0,0,3,0.029,2,0.009,11,0.03,7,0.023,10,0.04,12,0.051,7,0.027,12,0.041,9,0.032,16,0.052,52,0.158,28,0.071,19,0.047,26,0.086,8,0.037,12,0.061,5,0.032,2,0.017
Region 14,Region 9,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 10,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,2,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0
Region 14,Region 11,5,0.058,0,0,2,0.076,2,0.096,0,0,0,0,3,0.029,5,0.023,13,0.035,8,0.026,2,0.008,6,0.025,8,0.03,11,0.037,10,0.035,6,0.019,9,0.027,10,0.025,15,0.037,9,0.03,6,0.028,11,0.056,4,0.026,2,0.017
Region 14,Region 12,0,0,1,0.023,0,0,0,0,0,0,1,0.023,1,0.01,2,0.009,2,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0
Region 14,Region 13,0,0,0,0,0,0,2,0.096,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008
Region 14,Region 14,18,0.209,11,0.258,11,0.42,4,0.193,6,0.26,8,0.188,24,0.228,43,0.196,117,0.319,83,0.267,60,0.242,62,0.261,82,0.31,82,0.278,95,0.334,87,0.283,109,0.332,119,0.301,144,0.353,103,0.339,78,0.361,52,0.265,41,0.263,10,0.083
Region 14,Region 15,0,0,0,0,0,0,2,0.096,1,0.043,3,0.07,4,0.038,5,0.023,19,0.052,12,0.039,7,0.028,4,0.017,9,0.034,7,0.024,10,0.035,11,0.036,8,0.024,5,0.013,4,0.01,2,0.007,7,0.032,4,0.02,2,0.013,2,0.017
Region 14,Region 16,4,0.047,2,0.047,1,0.038,4,0.193,1,0.043,1,0.023,7,0.067,23,0.105,64,0.175,50,0.161,39,0.157,27,0.114,49,0.186,34,0.115,33,0.116,36,0.117,63,0.192,57,0.144,76,0.186,53,0.174,23,0.106,29,0.148,21,0.135,13,0.108
Region 14,Region 17,0,0,0,0,0,0,1,0.048,0,0,0,0,0,0,1,0.005,5,0.014,3,0.01,0,0,0,0,1,0.004,0,0,0,0,0,0,1,0.003,0,0,2,0.005,2,0.007,0,0,0,0,1,0.006,0,0
Region 14,Region 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.004,0,0,2,0.006,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.008
Region 14,Region 19,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,5,0.023,7,0.019,2,0.006,2,0.008,1,0.004,0,0,1,0.003,4,0.014,2,0.006,5,0.015,4,0.01,5,0.012,1,0.003,0,0,0,0,1,0.006,0,0
Region 14,Region 20,0,0,0,0,1,0.038,0,0,0,0,0,0,0,0,1,0.005,1,0.003,1,0.003,1,0.004,1,0.004,0,0,1,0.003,1,0.004,1,0.003,3,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.008,5,0.016,0,0,0,0,1,0.004,0,0,0,0,3,0.01,2,0.006,3,0.008,1,0.002,2,0.007,0,0,0,0,0,0,0,0
Region 14,Region 22,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,3,0.008,0,0,0,0,1,0.005,0,0,0,0,0,0
Region 14,Region 23,1,0.012,0,0,1,0.038,0,0,1,0.043,0,0,0,0,1,0.005,3,0.008,2,0.006,1,0.004,0,0,4,0.015,1,0.003,2,0.007,6,0.019,2,0.006,4,0.01,2,0.005,2,0.007,0,0,2,0.01,2,0.013,0,0
Region 14,Region 24,3,0.035,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,3,0.008,2,0.006,0,0,1,0.004,2,0.008,0,0,1,0.004,2,0.006,1,0.003,1,0.003,3,0.007,0,0,1,0.005,2,0.01,0,0,2,0.017
Region 14,Region 25,0,0,2,0.047,2,0.076,0,0,0,0,1,0.023,0,0,2,0.009,5,0.014,4,0.013,2,0.008,3,0.013,4,0.015,4,0.014,4,0.014,3,0.01,7,0.021,8,0.02,9,0.022,5,0.016,7,0.032,5,0.025,1,0.006,3,0.025
Region 14,Region 26,1,0.012,1,0.023,0,0,0,0,0,0,0,0,1,0.01,1,0.005,5,0.014,8,0.026,6,0.024,5,0.021,1,0.004,3,0.01,4,0.014,3,0.01,4,0.012,9,0.023,5,0.012,3,0.01,2,0.009,1,0.005,2,0.013,2,0.017
Region 14,Region 27,1,0.012,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,3,0.008,3,0.01,1,0.004,0,0,1,0.004,0,0,1,0.004,1,0.003,0,0,2,0.005,0,0,1,0.003,0,0,0,0,1,0.006,0,0
Region 14,Region 28,0,0,0,0,0,0,0,0,0,0,1,0.023,2,0.019,1,0.005,2,0.005,0,0,2,0.008,0,0,1,0.004,0,0,0,0,1,0.003,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,2,0.006,3,0.009,3,0.008,1,0.002,0,0,1,0.005,2,0.01,0,0,0,0
Region 14,Region 30,3,0.035,0,0,0,0,0,0,3,0.13,2,0.047,2,0.019,19,0.087,38,0.104,27,0.087,14,0.056,15,0.063,16,0.061,15,0.051,13,0.046,21,0.068,31,0.094,40,0.101,18,0.044,20,0.066,9,0.042,13,0.066,9,0.058,5,0.041
Region 14,Region 31,1,0.012,0,0,1,0.038,0,0,0,0,1,0.023,1,0.01,2,0.009,3,0.008,8,0.026,5,0.02,4,0.017,2,0.008,4,0.014,4,0.014,4,0.013,4,0.012,6,0.015,1,0.002,1,0.003,2,0.009,0,0,1,0.006,1,0.008
Region 14,Region 32,3,0.035,3,0.07,2,0.076,4,0.193,3,0.13,5,0.117,9,0.086,38,0.174,50,0.136,59,0.19,41,0.165,33,0.139,35,0.133,47,0.159,44,0.155,39,0.127,60,0.183,49,0.124,56,0.137,45,0.148,34,0.157,23,0.117,17,0.109,16,0.133
Region 14,Region 33,5,0.058,0,0,1,0.038,1,0.048,0,0,0,0,4,0.038,13,0.059,18,0.049,22,0.071,11,0.044,13,0.055,10,0.038,13,0.044,9,0.032,21,0.068,15,0.046,31,0.079,27,0.066,11,0.036,9,0.042,12,0.061,9,0.058,7,0.058
Region 14,Region 34,7,0.081,7,0.164,4,0.153,0,0,3,0.13,2,0.047,2,0.019,7,0.032,15,0.041,15,0.048,15,0.06,15,0.063,18,0.068,24,0.081,25,0.088,17,0.055,30,0.091,31,0.079,35,0.086,35,0.115,23,0.106,33,0.168,14,0.09,10,0.083
Region 14,Region 35,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,1,0.004,0,0,1,0.004,0,0,2,0.007,1,0.003,0,0,1,0.003,0,0,3,0.01,0,0,0,0,1,0.006,0,0
Region 14,Region 36,8,0.093,2,0.047,4,0.153,0,0,0,0,0,0,1,0.01,8,0.037,20,0.055,15,0.048,9,0.036,4,0.017,8,0.03,11,0.037,21,0.074,23,0.075,16,0.049,22,0.056,23,0.056,12,0.039,8,0.037,10,0.051,7,0.045,8,0.066
Region 14,Region 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,1,0.003,2,0.006,1,0.004,0,0,0,0,1,0.003,2,0.007,2,0.006,1,0.003,1,0.003,1,0.002,0,0,0,0,0,0,0,0,0,0
Region 14,Region 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.014,3,0.008,4,0.013,1,0.004,5,0.021,3,0.011,3,0.01,5,0.018,5,0.016,13,0.04,7,0.018,8,0.02,7,0.023,6,0.028,2,0.01,1,0.006,1,0.008
Region 14,Region 40,4,0.047,3,0.07,0,0,0,0,1,0.043,5,0.117,13,0.124,31,0.142,48,0.131,36,0.116,29,0.117,22,0.093,22,0.083,19,0.064,30,0.105,26,0.084,33,0.1,64,0.162,51,0.125,21,0.069,23,0.106,23,0.117,19,0.122,4,0.033
Region 14,Region 41,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0,1,0.005,2,0.005,1,0.003,0,0,0,0,1,0.004,1,0.003,1,0.004,0,0,0,0,1,0.003,0,0,1,0.003,0,0,1,0.005,1,0.006,0,0
Region 14,Region 42,4,0.047,1,0.023,2,0.076,0,0,0,0,0,0,0,0,3,0.014,7,0.019,10,0.032,8,0.032,4,0.017,3,0.011,5,0.017,13,0.046,13,0.042,11,0.033,7,0.018,16,0.039,5,0.016,11,0.051,4,0.02,5,0.032,6,0.05
Region 14,Region 43,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,2,0.009,1,0.003,3,0.01,3,0.012,1,0.004,2,0.008,0,0,3,0.011,4,0.013,10,0.03,3,0.008,6,0.015,3,0.01,1,0.005,2,0.01,2,0.013,1,0.008
Region 14,Region 44,1,0.012,1,0.023,0,0,0,0,0,0,0,0,2,0.019,1,0.005,3,0.008,5,0.016,4,0.016,3,0.013,3,0.011,2,0.007,2,0.007,1,0.003,2,0.006,5,0.013,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 45,2,0.023,0,0,0,0,0,0,1,0.043,0,0,0,0,5,0.023,23,0.063,20,0.064,6,0.024,7,0.03,9,0.034,12,0.041,6,0.021,11,0.036,17,0.052,18,0.046,12,0.029,6,0.02,2,0.009,3,0.015,4,0.026,0,0
Region 14,Region 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 14,Region 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,1,0.003,1,0.004,0,0,1,0.003,0,0,0,0,0,0,1,0.005,0,0,0,0,1,0.008
Region 14,Region 48,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 14,Region 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,1,0.003,1,0.003,5,0.02,1,0.004,3,0.011,1,0.003,4,0.014,1,0.003,0,0,1,0.003,1,0.002,1,0.003,1,0.005,1,0.005,0,0,0,0
Region 15,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,2,0.005,1,0.003,0,0,2,0.008,0,0,0,0,0,0,1,0.003,1,0.003,0,0,0,0,1,0.003,1,0.005,0,0,0,0,0,0
Region 15,Region 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.003,0,0,1,0.005,0,0,0,0
Region 15,Region 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,0,0,0,0,4,0.013,2,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 15,Region 3,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.004,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,0,0
Region 15,Region 4,1,0.012,2,0.047,0,0,0,0,1,0.043,2,0.047,2,0.019,4,0.018,7,0.019,5,0.016,6,0.024,8,0.034,7,0.027,8,0.027,15,0.053,14,0.045,19,0.058,24,0.061,7,0.017,6,0.02,6,0.028,9,0.046,1,0.006,2,0.017
Region 15,Region 5,1,0.012,1,0.023,0,0,1,0.048,0,0,1,0.023,0,0,2,0.009,11,0.03,1,0.003,1,0.004,2,0.008,0,0,1,0.003,2,0.007,0,0,5,0.015,2,0.005,2,0.005,0,0,1,0.005,0,0,0,0,1,0.008
Region 15,Region 6,2,0.023,0,0,0,0,1,0.048,0,0,1,0.023,3,0.029,3,0.014,5,0.014,3,0.01,3,0.012,5,0.021,8,0.03,2,0.007,6,0.021,5,0.016,2,0.006,8,0.02,2,0.005,3,0.01,2,0.009,4,0.02,2,0.013,5,0.041
Region 15,Region 7,2,0.023,2,0.047,1,0.038,3,0.145,1,0.043,0,0,2,0.019,7,0.032,11,0.03,6,0.019,6,0.024,8,0.034,10,0.038,8,0.027,15,0.053,19,0.062,10,0.03,15,0.038,9,0.022,8,0.026,1,0.005,0,0,3,0.019,2,0.017
Region 15,Region 8,0,0,1,0.023,0,0,0,0,0,0,0,0,0,0,2,0.009,3,0.008,2,0.006,1,0.004,1,0.004,1,0.004,0,0,2,0.007,0,0,5,0.015,2,0.005,4,0.01,3,0.01,0,0,0,0,0,0,0,0
Region 15,Region 9,0,0,1,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0
Region 15,Region 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 15,Region 11,3,0.035,0,0,1,0.038,0,0,0,0,0,0,0,0,1,0.005,1,0.003,2,0.006,3,0.012,1,0.004,3,0.011,5,0.017,2,0.007,1,0.003,7,0.021,5,0.013,7,0.017,1,0.003,0,0,2,0.01,1,0.006,0,0
Region 15,Region 12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,1,0.003,1,0.003,0,0,0,0,0,0,0,0,1,0.005,0,0,0,0
Region 15,Region 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region 15,Region 14,1,0.012,0,0,1,0.038,0,0,1,0.043,0,0,1,0.01,4,0.018,8,0.022,7,0.023,4,0.016,6,0.025,7,0.027,5,0.017,10,0.035,10,0.032,12,0.037,11,0.028,5,0.012,5,0.016,3,0.014,2,0.01,0,0,2,0.017
Region 15,Region 15,6,0.07,3,0.07,1,0.038,0,0,0,0,3,0.07,1,0.01,7,0.032,6,0.016,15,0.048,7,0.028,14,0.059,23,0.087,18,0.061,17,0.06,11,0.036,17,0.052,14,0.035,19,0.047,9,0.03,11,0.051,4,0.02,7,0.045,1,0.008
Region 15,Region 16,1,0.012,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,1,0.003,1,0.003,2,0.008,4,0.017,9,0.034,3,0.01,2,0.007,6,0.019,9,0.027,9,0.023,9,0.022,4,0.013,2,0.009,1,0.005,1,0.006,0,0
Region 15,Region 17,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.004,0,0,1,0.004,1,0.003,0,0,1,0.003,0,0,0,0,0,0,0,0,0,0,1,0.008
