Origin,Destination,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 00:00 - 01:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 01:00 - 02:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 02:00 - 03:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 03:00 - 04:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 04:00 - 05:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 05:00 - 06:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 06:00 - 07:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 07:00 - 08:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 08:00 - 09:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 09:00 - 10:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 10:00 - 11:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 11:00 - 12:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 12:00 - 13:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 13:00 - 14:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 14:00 - 15:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 15:00 - 16:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 16:00 - 17:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 17:00 - 18:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 18:00 - 19:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 19:00 - 20:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 20:00 - 21:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 21:00 - 22:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 22:00 - 23:00 Percent,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Trips,Date range: 2024-08-27 - 2024-08-27 Time range: 23:00 - 00:00 Percent
Region 2,Region 15,12,0.134,5,0.132,1,0.043,3,0.196,1,0.066,3,0.101,3,0.039,12,0.065,11,0.032,29,0.075,27,0.086,26,0.092,21,0.072,23,0.073,25,0.078,27,0.079,33,0.089,43,0.099,43,0.093,35,0.101,25,0.102,26,0.119,29,0.16,19,0.135
Region 2,Region 16,1,0.011,0,0,0,0,1,0.065,0,0,0,0,0,0,0,0,2,0.006,0,0,1,0.003,1,0.004,3,0.01,2,0.006,5,0.016,1,0.003,3,0.008,6,0.014,4,0.009,4,0.012,3,0.012,2,0.009,0,0,6,0.043
Region 2,Region 17,53,0.59,19,0.503,5,0.217,4,0.261,1,0.066,3,0.101,9,0.117,45,0.244,175,0.502,343,0.882,157,0.497,84,0.297,75,0.258,98,0.312,76,0.237,87,0.254,92,0.248,117,0.268,164,0.356,116,0.334,73,0.299,74,0.339,68,0.374,56,0.399
Region 2,Region 18,4,0.045,3,0.079,1,0.043,0,0,1,0.066,0,0,0,0,4,0.022,5,0.014,8,0.021,8,0.025,4,0.014,7,0.024,11,0.035,11,0.034,10,0.029,6,0.016,23,0.053,10,0.022,9,0.026,5,0.02,8,0.037,13,0.072,10,0.071
Region 2,Region 19,4,0.045,1,0.026,0,0,0,0,0,0,0,0,1,0.013,2,0.011,3,0.009,2,0.005,2,0.006,5,0.018,5,0.017,4,0.013,7,0.022,8,0.023,13,0.035,15,0.034,19,0.041,3,0.009,2,0.008,5,0.023,3,0.017,4,0.028
Region 2,Region 20,4,0.045,1,0.026,1,0.043,2,0.131,2,0.133,1,0.034,1,0.013,14,0.076,49,0.141,69,0.177,58,0.184,38,0.134,20,0.069,9,0.029,24,0.075,40,0.117,35,0.095,38,0.087,36,0.078,36,0.104,20,0.082,15,0.069,23,0.127,18,0.128
Region 2,Region 21,2,0.022,1,0.026,0,0,0,0,0,0,0,0,1,0.013,1,0.005,4,0.011,8,0.021,6,0.019,8,0.028,7,0.024,8,0.025,11,0.034,4,0.012,10,0.027,14,0.032,16,0.035,9,0.026,7,0.029,6,0.027,4,0.022,6,0.043
Region 2,Region 22,3,0.033,1,0.026,0,0,0,0,0,0,0,0,0,0,2,0.011,6,0.017,10,0.026,6,0.019,6,0.021,2,0.007,4,0.013,2,0.006,8,0.023,3,0.008,4,0.009,9,0.02,8,0.023,5,0.02,0,0,1,0.006,4,0.028
Region 2,Region 23,112,1.246,21,0.555,12,0.521,8,0.523,4,0.266,8,0.269,14,0.181,45,0.244,108,0.31,102,0.262,80,0.253,58,0.205,79,0.272,94,0.299,104,0.325,151,0.441,196,0.529,246,0.564,211,0.458,117,0.337,69,0.282,98,0.449,165,0.908,194,1.382
Region 2,Region 24,3,0.033,0,0,0,0,0,0,1,0.066,0,0,0,0,2,0.011,4,0.011,5,0.013,0,0,3,0.011,2,0.007,0,0,1,0.003,5,0.015,9,0.024,7,0.016,10,0.022,8,0.023,4,0.016,2,0.009,1,0.006,6,0.043
Region 2,Region 25,14,0.156,5,0.132,5,0.217,0,0,1,0.066,2,0.067,5,0.065,14,0.076,31,0.089,34,0.087,27,0.086,33,0.117,38,0.131,37,0.118,38,0.119,44,0.128,41,0.111,54,0.124,46,0.1,38,0.109,19,0.078,29,0.133,22,0.121,18,0.128
Region 3,Region 0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,3,0.016,3,0.009,2,0.005,2,0.006,5,0.018,1,0.003,1,0.003,3,0.009,4,0.012,3,0.008,3,0.007,3,0.007,3,0.009,4,0.016,3,0.014,1,0.006,1,0.007
Region 3,Region 1,0,0,2,0.053,0,0,0,0,0,0,0,0,2,0.026,1,0.005,10,0.029,3,0.008,8,0.025,3,0.011,6,0.021,2,0.006,1,0.003,4,0.012,4,0.011,5,0.011,6,0.013,3,0.009,3,0.012,6,0.027,1,0.006,2,0.014
Region 3,Region 2,1,0.011,0,0,0,0,0,0,0,0,0,0,1,0.013,2,0.011,2,0.006,10,0.026,3,0.01,2,0.007,1,0.003,4,0.013,1,0.003,1,0.003,3,0.008,1,0.002,1,0.002,5,0.014,2,0.008,4,0.018,1,0.006,0,0
Region 3,Region 3,11,0.122,7,0.185,1,0.043,2,0.131,0,0,3,0.101,8,0.104,12,0.065,23,0.066,33,0.085,28,0.089,31,0.11,41,0.141,30,0.095,36,0.112,28,0.082,43,0.116,63,0.145,58,0.126,40,0.115,43,0.176,40,0.183,22,0.121,21,0.15
Region 3,Region 4,0,0,2,0.053,0,0,1,0.065,1,0.066,0,0,0,0,0,0,4,0.011,4,0.01,3,0.01,2,0.007,6,0.021,9,0.029,7,0.022,3,0.009,1,0.003,5,0.011,13,0.028,7,0.02,3,0.012,4,0.018,6,0.033,2,0.014
Region 3,Region 5,3,0.033,1,0.026,0,0,1,0.065,1,0.066,2,0.067,5,0.065,8,0.043,12,0.034,7,0.018,14,0.044,11,0.039,15,0.052,15,0.048,11,0.034,10,0.029,6,0.016,3,0.007,8,0.017,10,0.029,13,0.053,10,0.046,5,0.028,2,0.014
Region 3,Region 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,6,0.019,0,0,2,0.007,1,0.003,1,0.003,0,0,0,0,1,0.002,5,0.011,1,0.003,1,0.004,1,0.005,1,0.006,0,0
Region 3,Region 7,8,0.089,5,0.132,3,0.13,2,0.131,0,0,1,0.034,3,0.039,6,0.032,19,0.055,19,0.049,21,0.067,21,0.074,24,0.083,19,0.06,24,0.075,25,0.073,19,0.051,26,0.06,38,0.083,18,0.052,20,0.082,15,0.069,8,0.044,16,0.114
Region 3,Region 8,5,0.056,1,0.026,0,0,0,0,2,0.133,0,0,6,0.078,11,0.06,27,0.078,40,0.103,32,0.101,27,0.096,21,0.072,15,0.048,21,0.066,16,0.047,10,0.027,17,0.039,12,0.026,21,0.06,4,0.016,11,0.05,4,0.022,5,0.036
Region 3,Region 9,6,0.067,1,0.026,2,0.087,3,0.196,0,0,1,0.034,7,0.091,9,0.049,12,0.034,28,0.072,23,0.073,22,0.078,17,0.059,23,0.073,21,0.066,27,0.079,19,0.051,37,0.085,50,0.109,40,0.115,16,0.065,9,0.041,11,0.061,7,0.05
Region 3,Region 10,2,0.022,1,0.026,0,0,2,0.131,0,0,1,0.034,5,0.065,13,0.07,29,0.083,21,0.054,20,0.063,13,0.046,10,0.034,20,0.064,13,0.041,14,0.041,17,0.046,14,0.032,24,0.052,11,0.032,10,0.041,13,0.06,6,0.033,5,0.036
Region 3,Region 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,1,0.003,1,0.003,1,0.003,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0
Region 3,Region 12,5,0.056,1,0.026,2,0.087,5,0.327,0,0,0,0,4,0.052,9,0.049,11,0.032,30,0.077,31,0.098,15,0.053,24,0.083,20,0.064,28,0.087,23,0.067,24,0.065,32,0.073,33,0.072,40,0.115,23,0.094,25,0.115,13,0.072,15,0.107
Region 3,Region 13,0,0,1,0.026,2,0.087,1,0.065,0,0,1,0.034,1,0.013,9,0.049,27,0.078,22,0.057,15,0.048,8,0.028,13,0.045,13,0.041,13,0.041,8,0.023,5,0.014,5,0.011,11,0.024,12,0.035,7,0.029,12,0.055,4,0.022,4,0.028
Region 3,Region 14,4,0.045,1,0.026,0,0,0,0,0,0,0,0,2,0.026,7,0.038,25,0.072,21,0.054,9,0.029,11,0.039,12,0.041,17,0.054,12,0.037,19,0.055,13,0.035,15,0.034,15,0.033,14,0.04,11,0.045,5,0.023,1,0.006,7,0.05
Region 3,Region 15,2,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,2,0.006,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,1,0.006,0,0
Region 3,Region 16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.039,2,0.011,6,0.017,5,0.013,5,0.016,4,0.014,5,0.017,1,0.003,5,0.016,1,0.003,3,0.008,3,0.007,7,0.015,4,0.012,0,0,4,0.018,1,0.006,1,0.007
Region 3,Region 17,2,0.022,0,0,1,0.043,2,0.131,0,0,1,0.034,2,0.026,6,0.032,21,0.06,30,0.077,21,0.067,8,0.028,10,0.034,10,0.032,16,0.05,13,0.038,16,0.043,11,0.025,11,0.024,8,0.023,12,0.049,10,0.046,6,0.033,6,0.043
Region 3,Region 18,1,0.011,1,0.026,0,0,1,0.065,0,0,0,0,1,0.013,1,0.005,1,0.003,2,0.005,0,0,0,0,0,0,1,0.003,0,0,0,0,2,0.005,2,0.005,0,0,0,0,0,0,0,0,1,0.006,0,0
Region 3,Region 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,1,0.003,0,0,1,0.003,1,0.003,0,0,1,0.003,2,0.005,0,0,0,0,0,0,1,0.004,0,0,0,0,1,0.007
Region 3,Region 20,0,0,0,0,0,0,0,0,0,0,2,0.067,4,0.052,1,0.005,9,0.026,14,0.036,7,0.022,6,0.021,5,0.017,3,0.01,6,0.019,7,0.02,5,0.014,3,0.007,1,0.002,4,0.012,2,0.008,3,0.014,2,0.011,3,0.021
Region 3,Region 21,1,0.011,2,0.053,0,0,0,0,0,0,0,0,1,0.013,0,0,8,0.023,15,0.039,6,0.019,7,0.025,9,0.031,12,0.038,14,0.044,15,0.044,2,0.005,20,0.046,24,0.052,20,0.058,11,0.045,8,0.037,1,0.006,0,0
Region 3,Region 22,6,0.067,0,0,0,0,0,0,0,0,0,0,3,0.039,3,0.016,8,0.023,25,0.064,17,0.054,9,0.032,10,0.034,12,0.038,16,0.05,8,0.023,10,0.027,18,0.041,22,0.048,17,0.049,11,0.045,13,0.06,6,0.033,4,0.028
Region 3,Region 23,2,0.022,1,0.026,0,0,0,0,1,0.066,1,0.034,4,0.052,4,0.022,13,0.037,8,0.021,6,0.019,0,0,4,0.014,7,0.022,5,0.016,7,0.02,8,0.022,2,0.005,3,0.007,9,0.026,7,0.029,3,0.014,2,0.011,2,0.014
Region 3,Region 24,10,0.111,8,0.212,4,0.174,2,0.131,5,0.332,2,0.067,13,0.169,24,0.13,57,0.164,53,0.136,37,0.117,39,0.138,46,0.158,36,0.115,56,0.175,51,0.149,41,0.111,59,0.135,45,0.098,55,0.158,35,0.143,44,0.202,25,0.138,7,0.05
Region 3,Region 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.01,0,0,1,0.004,0,0,2,0.006,2,0.006,0,0,0,0,1,0.002,1,0.002,0,0,2,0.008,0,0,0,0,0,0
Region 4,Region 0,12,0.134,12,0.317,11,0.477,7,0.457,5,0.332,3,0.101,21,0.272,49,0.265,140,0.402,128,0.329,88,0.279,81,0.287,76,0.262,69,0.22,85,0.265,95,0.277,96,0.259,97,0.223,137,0.297,96,0.276,64,0.262,62,0.284,41,0.226,27,0.192
Region 4,Region 1,1,0.011,1,0.026,1,0.043,0,0,0,0,0,0,1,0.013,1,0.005,10,0.029,4,0.01,3,0.01,9,0.032,4,0.014,5,0.016,3,0.009,6,0.018,5,0.014,6,0.014,19,0.041,5,0.014,8,0.033,4,0.018,2,0.011,2,0.014
Region 4,Region 2,2,0.022,1,0.026,0,0,0,0,0,0,0,0,0,0,8,0.043,6,0.017,18,0.046,9,0.029,9,0.032,4,0.014,8,0.025,6,0.019,5,0.015,4,0.011,6,0.014,9,0.02,11,0.032,9,0.037,4,0.018,4,0.022,2,0.014
Region 4,Region 3,1,0.011,2,0.053,1,0.043,0,0,0,0,0,0,0,0,1,0.005,1,0.003,5,0.013,1,0.003,3,0.011,3,0.01,1,0.003,2,0.006,4,0.012,6,0.016,5,0.011,8,0.017,10,0.029,2,0.008,3,0.014,3,0.017,1,0.007
Region 4,Region 4,33,0.367,17,0.45,7,0.304,4,0.261,2,0.133,4,0.134,8,0.104,14,0.076,30,0.086,70,0.18,73,0.231,55,0.195,77,0.265,101,0.321,95,0.296,94,0.274,92,0.248,122,0.28,123,0.267,127,0.366,92,0.376,69,0.316,51,0.281,36,0.256
Region 4,Region 5,1,0.011,4,0.106,1,0.043,0,0,0,0,0,0,3,0.039,5,0.027,14,0.04,13,0.033,9,0.029,12,0.042,14,0.048,18,0.057,16,0.05,7,0.02,10,0.027,7,0.016,11,0.024,10,0.029,9,0.037,5,0.023,3,0.017,4,0.028
Region 4,Region 6,1,0.011,0,0,0,0,0,0,0,0,0,0,1,0.013,0,0,3,0.009,2,0.005,1,0.003,0,0,2,0.007,0,0,2,0.006,3,0.009,3,0.008,3,0.007,6,0.013,4,0.012,0,0,1,0.005,2,0.011,1,0.007
Region 4,Region 7,17,0.189,8,0.212,4,0.174,4,0.261,2,0.133,1,0.034,4,0.052,11,0.06,23,0.066,26,0.067,29,0.092,22,0.078,26,0.09,38,0.121,44,0.137,40,0.117,43,0.116,41,0.094,63,0.137,54,0.156,34,0.139,30,0.137,26,0.143,25,0.178
Region 4,Region 8,4,0.045,3,0.079,2,0.087,2,0.131,2,0.133,1,0.034,1,0.013,16,0.087,35,0.1,42,0.108,39,0.124,21,0.074,34,0.117,26,0.083,26,0.081,29,0.085,24,0.065,27,0.062,32,0.069,21,0.06,26,0.106,19,0.087,9,0.05,10,0.071
Region 4,Region 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,1,0.003,1,0.003,3,0.011,3,0.01,1,0.003,4,0.012,2,0.006,1,0.003,4,0.009,3,0.007,4,0.012,2,0.008,2,0.009,1,0.006,1,0.007
Region 4,Region 10,2,0.022,2,0.053,1,0.043,2,0.131,2,0.133,0,0,5,0.065,7,0.038,24,0.069,19,0.049,27,0.086,17,0.06,13,0.045,19,0.06,12,0.037,14,0.041,15,0.041,28,0.064,26,0.056,10,0.029,16,0.065,13,0.06,14,0.077,8,0.057
Region 4,Region 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,2,0.005,1,0.003,2,0.007,0,0,0,0,1,0.003,3,0.009,2,0.005,1,0.002,0,0,0,0,1,0.004,1,0.005,1,0.006,1,0.007
Region 4,Region 12,3,0.033,0,0,2,0.087,2,0.131,0,0,0,0,0,0,4,0.022,12,0.034,6,0.015,4,0.013,9,0.032,4,0.014,1,0.003,3,0.009,3,0.009,4,0.011,4,0.009,10,0.022,7,0.02,3,0.012,4,0.018,2,0.011,2,0.014
Region 4,Region 13,14,0.156,7,0.185,4,0.174,2,0.131,0,0,1,0.034,1,0.013,14,0.076,32,0.092,51,0.131,45,0.143,33,0.117,32,0.11,44,0.14,53,0.165,36,0.105,45,0.122,38,0.087,56,0.122,51,0.147,31,0.127,37,0.17,19,0.105,15,0.107
Region 4,Region 14,8,0.089,9,0.238,0,0,1,0.065,6,0.399,6,0.202,11,0.143,46,0.249,63,0.181,66,0.17,41,0.13,36,0.127,29,0.1,43,0.137,45,0.14,35,0.102,40,0.108,46,0.106,40,0.087,38,0.109,31,0.127,36,0.165,20,0.11,8,0.057
Region 4,Region 15,0,0,0,0,1,0.043,0,0,0,0,0,0,0,0,1,0.005,2,0.006,1,0.003,0,0,0,0,0,0,1,0.003,1,0.003,4,0.012,0,0,2,0.005,5,0.011,2,0.006,1,0.004,2,0.009,0,0,3,0.021
Region 4,Region 16,6,0.067,0,0,3,0.13,1,0.065,0,0,2,0.067,1,0.013,4,0.022,17,0.049,28,0.072,31,0.098,22,0.078,28,0.096,29,0.092,22,0.069,23,0.067,28,0.076,28,0.064,45,0.098,30,0.086,22,0.09,13,0.06,11,0.061,8,0.057
Region 4,Region 17,6,0.067,6,0.159,2,0.087,1,0.065,0,0,0,0,5,0.065,15,0.081,40,0.115,49,0.126,27,0.086,24,0.085,21,0.072,23,0.073,19,0.059,20,0.058,23,0.062,14,0.032,20,0.043,20,0.058,21,0.086,14,0.064,10,0.055,10,0.071
Region 4,Region 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0,0,0,0,1,0.003,1,0.003,4,0.009,0,0,1,0.003,1,0.004,0,0,0,0,1,0.007
Region 4,Region 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0,1,0.003,0,0,0,0,1,0.003,1,0.003,1,0.003,0,0,1,0.003,0,0,1,0.002,0,0,0,0,0,0,2,0.011,0,0
Region 4,Region 20,0,0,2,0.053,0,0,0,0,0,0,1,0.034,2,0.026,6,0.032,13,0.037,17,0.044,18,0.057,7,0.025,21,0.072,13,0.041,8,0.025,8,0.023,8,0.022,10,0.023,10,0.022,10,0.029,7,0.029,4,0.018,9,0.05,5,0.036
Region 4,Region 21,3,0.033,2,0.053,1,0.043,3,0.196,1,0.066,0,0,2,0.026,1,0.005,4,0.011,13,0.033,14,0.044,8,0.028,17,0.059,28,0.089,22,0.069,24,0.07,25,0.068,26,0.06,33,0.072,32,0.092,13,0.053,11,0.05,10,0.055,4,0.028
Region 4,Region 22,1,0.011,1,0.026,1,0.043,0,0,0,0,0,0,0,0,3,0.016,2,0.006,3,0.008,3,0.01,1,0.004,1,0.003,1,0.003,2,0.006,3,0.009,1,0.003,1,0.002,2,0.004,1,0.003,2,0.008,3,0.014,2,0.011,1,0.007
Region 4,Region 23,5,0.056,2,0.053,4,0.174,1,0.065,0,0,1,0.034,2,0.026,10,0.054,16,0.046,11,0.028,7,0.022,14,0.05,9,0.031,5,0.016,17,0.053,13,0.038,7,0.019,13,0.03,17,0.037,11,0.032,11,0.045,2,0.009,7,0.039,6,0.043
Region 4,Region 24,0,0,1,0.026,0,0,0,0,0,0,0,0,1,0.013,0,0,4,0.011,2,0.005,1,0.003,2,0.007,4,0.014,5,0.016,2,0.006,1,0.003,3,0.008,7,0.016,3,0.007,3,0.009,4,0.016,3,0.014,1,0.006,0,0
Region 4,Region 25,2,0.022,0,0,1,0.043,0,0,0,0,0,0,1,0.013,1,0.005,0,0,5,0.013,3,0.01,0,0,2,0.007,0,0,3,0.009,4,0.012,2,0.005,3,0.007,2,0.004,1,0.003,3,0.012,3,0.014,0,0,0,0
Region 5,Region 0,38,0.423,12,0.317,4,0.174,3,0.196,10,0.664,21,0.705,39,0.506,101,0.547,173,0.497,192,0.494,145,0.459,94,0.333,96,0.331,124,0.395,148,0.462,146,0.426,166,0.448,174,0.399,160,0.347,122,0.351,70,0.286,39,0.179,39,0.215,31,0.221
Region 5,Region 1,1,0.011,2,0.053,1,0.043,0,0,0,0,0,0,1,0.013,4,0.022,7,0.02,11,0.028,13,0.041,8,0.028,2,0.007,15,0.048,19,0.059,8,0.023,7,0.019,12,0.028,12,0.026,15,0.043,14,0.057,7,0.032,7,0.039,2,0.014
Region 5,Region 2,2,0.022,0,0,0,0,1,0.065,0,0,0,0,1,0.013,3,0.016,8,0.023,14,0.036,5,0.016,3,0.011,5,0.017,4,0.013,6,0.019,5,0.015,2,0.005,8,0.018,15,0.033,14,0.04,5,0.02,5,0.023,1,0.006,1,0.007
Region 5,Region 3,9,0.1,3,0.079,0,0,0,0,0,0,0,0,0,0,3,0.016,12,0.034,11,0.028,12,0.038,11,0.039,14,0.048,14,0.045,12,0.037,16,0.047,17,0.046,32,0.073,15,0.033,15,0.043,12,0.049,10,0.046,12,0.066,12,0.085
Region 5,Region 4,6,0.067,0,0,0,0,0,0,0,0,0,0,0,0,6,0.032,10,0.029,14,0.036,7,0.022,7,0.025,10,0.034,8,0.025,15,0.047,23,0.067,20,0.054,29,0.067,32,0.069,24,0.069,14,0.057,15,0.069,13,0.072,14,0.1
Region 5,Region 5,339,3.773,159,4.205,76,3.297,47,3.07,62,4.12,177,5.946,475,6.157,1159,6.272,1740,4.996,1840,4.732,1695,5.371,1685,5.962,1609,5.542,1684,5.36,1721,5.37,1764,5.147,1847,4.987,2113,4.847,2193,4.762,1696,4.884,1205,4.928,1040,4.766,737,4.055,396,2.821
Region 5,Region 6,5,0.056,1,0.026,1,0.043,0,0,0,0,0,0,3,0.039,1,0.005,3,0.009,5,0.013,5,0.016,8,0.028,8,0.028,8,0.025,11,0.034,6,0.018,6,0.016,4,0.009,2,0.004,6,0.017,6,0.025,2,0.009,5,0.028,5,0.036
Region 5,Region 7,17,0.189,14,0.37,9,0.39,7,0.457,7,0.465,13,0.437,24,0.311,85,0.46,84,0.241,64,0.165,66,0.209,86,0.304,75,0.258,82,0.261,95,0.296,87,0.254,64,0.173,74,0.17,72,0.156,73,0.21,53,0.217,42,0.192,33,0.182,31,0.221
Region 5,Region 8,22,0.245,5,0.132,9,0.39,5,0.327,8,0.532,16,0.537,34,0.441,94,0.509,94,0.27,85,0.219,141,0.447,140,0.495,114,0.393,141,0.449,132,0.412,97,0.283,54,0.146,58,0.133,100,0.217,94,0.271,75,0.307,50,0.229,34,0.187,31,0.221
Region 5,Region 9,2,0.022,1,0.026,0,0,0,0,1,0.066,3,0.101,3,0.039,10,0.054,17,0.049,30,0.077,21,0.067,17,0.06,14,0.048,27,0.086,29,0.09,29,0.085,37,0.1,36,0.083,34,0.074,26,0.075,9,0.037,14,0.064,10,0.055,5,0.036
Region 5,Region 10,34,0.378,13,0.344,10,0.434,5,0.327,8,0.532,18,0.605,52,0.674,131,0.709,156,0.448,106,0.273,152,0.482,154,0.545,156,0.537,131,0.417,118,0.368,125,0.365,97,0.262,113,0.259,127,0.276,104,0.3,100,0.409,80,0.367,47,0.259,31,0.221
Region 5,Region 11,2,0.022,0,0,0,0,0,0,0,0,0,0,0,0,2,0.011,3,0.009,0,0,0,0,1,0.004,1,0.003,0,0,0,0,4,0.012,2,0.005,1,0.002,2,0.004,0,0,0,0,0,0,0,0,1,0.007
Region 5,Region 12,2,0.022,0,0,2,0.087,2,0.131,0,0,3,0.101,8,0.104,22,0.119,20,0.057,30,0.077,25,0.079,22,0.078,21,0.072,19,0.06,13,0.041,20,0.058,9,0.024,14,0.032,12,0.026,17,0.049,19,0.078,10,0.046,7,0.039,6,0.043
Region 5,Region 13,6,0.067,2,0.053,0,0,0,0,1,0.066,2,0.067,1,0.013,12,0.065,9,0.026,8,0.021,10,0.032,9,0.032,11,0.038,17,0.054,11,0.034,10,0.029,8,0.022,10,0.023,20,0.043,7,0.02,9,0.037,9,0.041,8,0.044,9,0.064
Region 5,Region 14,17,0.189,6,0.159,4,0.174,2,0.131,2,0.133,3,0.101,5,0.065,22,0.119,65,0.187,82,0.211,88,0.279,70,0.248,67,0.231,79,0.251,77,0.24,68,0.198,99,0.267,123,0.282,120,0.261,82,0.236,61,0.249,54,0.247,49,0.27,16,0.114
Region 5,Region 15,3,0.033,1,0.026,0,0,0,0,0,0,0,0,2,0.026,2,0.011,7,0.02,2,0.005,0,0,5,0.018,2,0.007,2,0.006,3,0.009,5,0.015,1,0.003,3,0.007,7,0.015,4,0.012,0,0,0,0,0,0,1,0.007
Region 5,Region 16,18,0.2,7,0.185,5,0.217,0,0,2,0.133,3,0.101,7,0.091,23,0.124,55,0.158,96,0.247,108,0.342,80,0.283,109,0.375,110,0.35,101,0.315,109,0.318,130,0.351,144,0.33,177,0.384,125,0.36,102,0.417,65,0.298,61,0.336,15,0.107
Region 5,Region 17,14,0.156,5,0.132,6,0.26,2,0.131,1,0.066,5,0.168,24,0.311,96,0.52,146,0.419,137,0.352,93,0.295,63,0.223,55,0.189,60,0.191,61,0.19,61,0.178,48,0.13,51,0.117,68,0.148,53,0.153,34,0.139,42,0.192,37,0.204,20,0.142
Region 5,Region 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,1,0.003,2,0.006,1,0.003,2,0.006,0,0,1,0.002,2,0.004,2,0.006,2,0.008,1,0.005,1,0.006,0,0
Region 5,Region 19,1,0.011,2,0.053,1,0.043,0,0,0,0,0,0,1,0.013,1,0.005,3,0.009,0,0,1,0.003,2,0.007,0,0,5,0.016,6,0.019,3,0.009,2,0.005,5,0.011,2,0.004,2,0.006,2,0.008,2,0.009,3,0.017,2,0.014
