origin,destination,hour,cluster,leaving,heading,activity,people
4,12,8-9,RT_03,residential,residential,Sleep->Sleep,0
4,12,8-9,LI_04,residential,commercial,Work->Work,15
4,12,8-9,FH_05,residential,commercial,Work->Work,16
4,12,8-9,SY_06,residential,education,Work->Work,6
4,12,8-9,HE_07,residential,commercial,Work->Work,22
4,13,8-9,YC_01,residential,residential,Work->Work,0
4,13,8-9,MP_02,residential,residential,Work->Work,0
4,13,8-9,RT_03,residential,residential,Sleep->Sleep,0
4,13,8-9,LI_04,residential,residential,Work->Work,0
4,13,8-9,FH_05,residential,residential,Work->Work,0
4,13,8-9,SY_06,residential,residential,Work->Work,0
4,13,8-9,HE_07,residential,residential,Work->Work,0
4,14,8-9,YC_01,residential,commercial,Work->Work,9
4,14,8-9,MP_02,residential,commercial,Work->Work,10
4,14,8-9,RT_03,residential,residential,Sleep->Sleep,0
4,14,8-9,LI_04,residential,commercial,Work->Work,7
4,14,8-9,FH_05,residential,commercial,Work->Work,8
4,14,8-9,SY_06,residential,education,Work->Work,3
4,14,8-9,HE_07,residential,commercial,Work->Work,11
4,15,8-9,YC_01,residential,commercial,Work->Work,98
4,15,8-9,MP_02,residential,commercial,Work->Work,113
4,15,8-9,RT_03,residential,residential,Sleep->Sleep,0
4,15,8-9,LI_04,residential,commercial,Work->Work,82
4,15,8-9,FH_05,residential,commercial,Work->Work,89
4,15,8-9,SY_06,residential,education,Work->Work,33
4,15,8-9,HE_07,residential,commercial,Work->Work,119
4,16,8-9,YC_01,residential,commercial,Work->Work,21
4,16,8-9,MP_02,residential,commercial,Work->Work,24
4,16,8-9,RT_03,residential,residential,Sleep->Sleep,0
4,16,8-9,LI_04,residential,commercial,Work->Work,17
4,16,8-9,FH_05,residential,commercial,Work->Work,19
4,16,8-9,SY_06,residential,education,Work->Work,7
4,16,8-9,HE_07,residential,commercial,Work->Work,25
5,0,8-9,YC_01,residential,commercial,Work->Work,28
5,1,8-9,YC_01,residential,commercial,Work->Work,74
5,2,8-9,YC_01,residential,commercial,Work->Work,5
5,3,8-9,YC_01,residential,commercial,Work->Work,85
5,4,8-9,YC_01,residential,commercial,Work->Work,33
5,5,8-9,YC_01,residential,commercial,Work->Work,481
5,6,8-9,YC_01,residential,commercial,Work->Work,16
5,7,8-9,YC_01,residential,commercial,Work->Work,100
5,8,8-9,YC_01,residential,commercial,Work->Work,29
5,9,8-9,YC_01,residential,commercial,Work->Work,19
5,10,8-9,YC_01,residential,commercial,Work->Work,54
5,11,8-9,YC_01,residential,commercial,Work->Work,23
5,12,8-9,YC_01,residential,commercial,Work->Work,19
5,13,8-9,YC_01,residential,commercial,Work->Work,0
5,14,8-9,YC_01,residential,commercial,Work->Work,11
5,15,8-9,YC_01,residential,commercial,Work->Work,12
5,16,8-9,YC_01,residential,commercial,Work->Work,29
5,0,8-9,MP_02,residential,commercial,Work->Work,33
5,1,8-9,MP_02,residential,commercial,Work->Work,86
5,2,8-9,MP_02,residential,commercial,Work->Work,6
5,3,8-9,MP_02,residential,commercial,Work->Work,99
5,4,8-9,MP_02,residential,commercial,Work->Work,39
5,5,8-9,MP_02,residential,commercial,Work->Work,560
5,6,8-9,MP_02,residential,commercial,Work->Work,19
5,7,8-9,MP_02,residential,commercial,Work->Work,117
5,8,8-9,MP_02,residential,commercial,Work->Work,34
5,9,8-9,MP_02,residential,commercial,Work->Work,22
5,10,8-9,MP_02,residential,commercial,Work->Work,63
5,11,8-9,MP_02,residential,commercial,Work->Work,27
5,12,8-9,MP_02,residential,commercial,Work->Work,22
5,13,8-9,MP_02,residential,commercial,Work->Work,0
5,14,8-9,MP_02,residential,commercial,Work->Work,13
5,15,8-9,MP_02,residential,commercial,Work->Work,14
5,16,8-9,MP_02,residential,commercial,Work->Work,34
5,0,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,1,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,2,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,3,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,4,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,5,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,6,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,7,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,8,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,9,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,10,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,11,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,12,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,13,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,14,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,15,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,16,8-9,RT_03,residential,commercial,Leisure->Leisure,0
5,0,8-9,LI_04,residential,commercial,Work->Work,23
5,1,8-9,LI_04,residential,commercial,Work->Work,61
5,2,8-9,LI_04,residential,commercial,Work->Work,4
5,3,8-9,LI_04,residential,commercial,Work->Work,71
5,4,8-9,LI_04,residential,commercial,Work->Work,28
5,5,8-9,LI_04,residential,commercial,Work->Work,400
5,6,8-9,LI_04,residential,commercial,Work->Work,13
5,7,8-9,LI_04,residential,commercial,Work->Work,83
5,8,8-9,LI_04,residential,commercial,Work->Work,24
5,9,8-9,LI_04,residential,commercial,Work->Work,16
5,10,8-9,LI_04,residential,commercial,Work->Work,45
5,11,8-9,LI_04,residential,commercial,Work->Work,19
5,12,8-9,LI_04,residential,commercial,Work->Work,16
5,13,8-9,LI_04,residential,commercial,Work->Work,0
5,14,8-9,LI_04,residential,commercial,Work->Work,9
5,15,8-9,LI_04,residential,commercial,Work->Work,10
5,16,8-9,LI_04,residential,commercial,Work->Work,24
5,0,8-9,FH_05,residential,commercial,Work->Work,28
5,1,8-9,FH_05,residential,commercial,Work->Work,74
5,2,8-9,FH_05,residential,commercial,Work->Work,5
5,3,8-9,FH_05,residential,commercial,Work->Work,85
5,4,8-9,FH_05,residential,commercial,Work->Work,33
5,5,8-9,FH_05,residential,commercial,Work->Work,481
5,6,8-9,FH_05,residential,commercial,Work->Work,16
5,7,8-9,FH_05,residential,commercial,Work->Work,100
5,8,8-9,FH_05,residential,commercial,Work->Work,29
5,9,8-9,FH_05,residential,commercial,Work->Work,19
5,10,8-9,FH_05,residential,commercial,Work->Work,54
5,11,8-9,FH_05,residential,commercial,Work->Work,23
5,12,8-9,FH_05,residential,commercial,Work->Work,19
5,13,8-9,FH_05,residential,commercial,Work->Work,0
5,14,8-9,FH_05,residential,commercial,Work->Work,11
5,15,8-9,FH_05,residential,commercial,Work->Work,12
5,16,8-9,FH_05,residential,commercial,Work->Work,29
5,0,8-9,SY_06,residential,commercial,Work->Work,9
5,1,8-9,SY_06,residential,commercial,Work->Work,25
5,2,8-9,SY_06,residential,commercial,Work->Work,2
5,3,8-9,SY_06,residential,commercial,Work->Work,29
5,4,8-9,SY_06,residential,commercial,Work->Work,11
5,5,8-9,SY_06,residential,commercial,Work->Work,164
5,6,8-9,SY_06,residential,commercial,Work->Work,5
5,7,8-9,SY_06,residential,commercial,Work->Work,34
5,8,8-9,SY_06,residential,commercial,Work->Work,10
5,9,8-9,SY_06,residential,commercial,Work->Work,6
5,10,8-9,SY_06,residential,commercial,Work->Work,18
5,11,8-9,SY_06,residential,commercial,Work->Work,8
5,12,8-9,SY_06,residential,commercial,Work->Work,6
5,13,8-9,SY_06,residential,commercial,Work->Work,0
5,14,8-9,SY_06,residential,commercial,Work->Work,4
5,15,8-9,SY_06,residential,commercial,Work->Work,4
5,16,8-9,SY_06,residential,commercial,Work->Work,10
5,0,8-9,HE_07,residential,commercial,Work->Work,33
5,1,8-9,HE_07,residential,commercial,Work->Work,86
5,2,8-9,HE_07,residential,commercial,Work->Work,6
5,3,8-9,HE_07,residential,commercial,Work->Work,99
5,4,8-9,HE_07,residential,commercial,Work->Work,39
5,5,8-9,HE_07,residential,commercial,Work->Work,560
5,6,8-9,HE_07,residential,commercial,Work->Work,19
5,7,8-9,HE_07,residential,commercial,Work->Work,117
5,8,8-9,HE_07,residential,commercial,Work->Work,34
5,9,8-9,HE_07,residential,commercial,Work->Work,22
5,10,8-9,HE_07,residential,commercial,Work->Work,63
5,11,8-9,HE_07,residential,commercial,Work->Work,27
5,12,8-9,HE_07,residential,commercial,Work->Work,22
5,13,8-9,HE_07,residential,commercial,Work->Work,0
5,14,8-9,HE_07,residential,commercial,Work->Work,13
5,15,8-9,HE_07,residential,commercial,Work->Work,14
5,16,8-9,HE_07,residential,commercial,Work->Work,34
6,0,8-9,YC_01,residential,commercial,Work->Work,5
6,0,8-9,MP_02,residential,commercial,Work->Work,6
6,0,8-9,RT_03,residential,entertainment,Leisure->Leisure,6
6,0,8-9,LI_04,residential,commercial,Work->Work,5
6,0,8-9,FH_05,residential,commercial,Work->Work,5
6,0,8-9,SY_06,residential,entertainment,Leisure->Leisure,2
6,0,8-9,HE_07,residential,commercial,Work->Work,7
6,1,8-9,YC_01,residential,commercial,Work->Work,44
6,1,8-9,MP_02,residential,commercial,Work->Work,52
6,1,8-9,RT_03,residential,entertainment,Leisure->Leisure,54
6,1,8-9,LI_04,residential,commercial,Work->Work,40
6,1,8-9,FH_05,residential,commercial,Work->Work,44
6,1,8-9,SY_06,residential,entertainment,Leisure->Leisure,18
6,1,8-9,HE_07,residential,commercial,Work->Work,56
6,2,8-9,YC_01,residential,commercial,Work->Work,2
6,2,8-9,MP_02,residential,commercial,Work->Work,3
6,2,8-9,RT_03,residential,entertainment,Leisure->Leisure,3
6,2,8-9,LI_04,residential,commercial,Work->Work,2
6,2,8-9,FH_05,residential,commercial,Work->Work,2
6,2,8-9,SY_06,residential,entertainment,Leisure->Leisure,1
6,2,8-9,HE_07,residential,commercial,Work->Work,3
6,3,8-9,YC_01,residential,commercial,Work->Work,7
6,3,8-9,MP_02,residential,commercial,Work->Work,8
6,3,8-9,RT_03,residential,entertainment,Leisure->Leisure,9
6,3,8-9,LI_04,residential,commercial,Work->Work,7
6,3,8-9,FH_05,residential,commercial,Work->Work,7
6,3,8-9,SY_06,residential,entertainment,Leisure->Leisure,3
6,3,8-9,HE_07,residential,commercial,Work->Work,9
6,4,8-9,YC_01,residential,commercial,Work->Work,16
6,4,8-9,MP_02,residential,commercial,Work->Work,19
6,4,8-9,RT_03,residential,entertainment,Leisure->Leisure,20
6,4,8-9,LI_04,residential,commercial,Work->Work,15
6,4,8-9,FH_05,residential,commercial,Work->Work,16
6,4,8-9,SY_06,residential,entertainment,Leisure->Leisure,7
6,4,8-9,HE_07,residential,commercial,Work->Work,21
6,5,8-9,YC_01,residential,commercial,Work->Work,5
6,5,8-9,MP_02,residential,commercial,Work->Work,6
6,5,8-9,RT_03,residential,entertainment,Leisure->Leisure,6
6,5,8-9,LI_04,residential,commercial,Work->Work,5
6,5,8-9,FH_05,residential,commercial,Work->Work,5
6,5,8-9,SY_06,residential,entertainment,Leisure->Leisure,2
6,5,8-9,HE_07,residential,commercial,Work->Work,7
6,6,8-9,YC_01,residential,commercial,Work->Work,361
6,6,8-9,MP_02,residential,commercial,Work->Work,427
6,6,8-9,RT_03,residential,entertainment,Leisure->Leisure,442
6,6,8-9,LI_04,residential,commercial,Work->Work,328
6,6,8-9,FH_05,residential,commercial,Work->Work,361
6,6,8-9,SY_06,residential,entertainment,Leisure->Leisure,147
6,6,8-9,HE_07,residential,commercial,Work->Work,459
6,7,8-9,YC_01,residential,commercial,Work->Work,28
6,7,8-9,MP_02,residential,commercial,Work->Work,33
6,7,8-9,RT_03,residential,entertainment,Leisure->Leisure,35
6,7,8-9,LI_04,residential,commercial,Work->Work,26
6,7,8-9,FH_05,residential,commercial,Work->Work,28
6,7,8-9,SY_06,residential,entertainment,Leisure->Leisure,11
6,7,8-9,HE_07,residential,commercial,Work->Work,36
6,8,8-9,YC_01,residential,commercial,Work->Work,2
6,8,8-9,MP_02,residential,commercial,Work->Work,3
6,8,8-9,RT_03,residential,entertainment,Leisure->Leisure,3
6,8,8-9,LI_04,residential,commercial,Work->Work,2
6,8,8-9,FH_05,residential,commercial,Work->Work,2
6,8,8-9,SY_06,residential,entertainment,Leisure->Leisure,1
6,8,8-9,HE_07,residential,commercial,Work->Work,3
6,9,8-9,YC_01,residential,commercial,Work->Work,1
6,9,8-9,MP_02,residential,commercial,Work->Work,2
6,9,8-9,RT_03,residential,entertainment,Leisure->Leisure,2
6,9,8-9,LI_04,residential,commercial,Work->Work,1
6,9,8-9,FH_05,residential,commercial,Work->Work,1
6,9,8-9,SY_06,residential,entertainment,Leisure->Leisure,1
6,9,8-9,HE_07,residential,commercial,Work->Work,2
6,10,8-9,YC_01,residential,commercial,Work->Work,99
6,10,8-9,MP_02,residential,commercial,Work->Work,117
6,10,8-9,RT_03,residential,entertainment,Leisure->Leisure,121
6,10,8-9,LI_04,residential,commercial,Work->Work,90
6,10,8-9,FH_05,residential,commercial,Work->Work,99
6,10,8-9,SY_06,residential,entertainment,Leisure->Leisure,40
6,10,8-9,HE_07,residential,commercial,Work->Work,126
6,11,8-9,YC_01,residential,commercial,Work->Work,3
6,11,8-9,MP_02,residential,commercial,Work->Work,4
6,11,8-9,RT_03,residential,entertainment,Leisure->Leisure,4
6,11,8-9,LI_04,residential,commercial,Work->Work,3
6,11,8-9,FH_05,residential,commercial,Work->Work,3
6,11,8-9,SY_06,residential,entertainment,Leisure->Leisure,1
6,11,8-9,HE_07,residential,commercial,Work->Work,4
6,12,8-9,YC_01,residential,commercial,Work->Work,1
6,12,8-9,MP_02,residential,commercial,Work->Work,1
6,12,8-9,RT_03,residential,entertainment,Leisure->Leisure,1
6,12,8-9,LI_04,residential,commercial,Work->Work,1
6,12,8-9,FH_05,residential,commercial,Work->Work,1
6,12,8-9,SY_06,residential,entertainment,Leisure->Leisure,0
6,12,8-9,HE_07,residential,commercial,Work->Work,1
6,13,8-9,YC_01,residential,commercial,Work->Work,0
6,13,8-9,MP_02,residential,commercial,Work->Work,0
6,13,8-9,RT_03,residential,entertainment,Leisure->Leisure,0
6,13,8-9,LI_04,residential,commercial,Work->Work,0
6,13,8-9,FH_05,residential,commercial,Work->Work,0
6,13,8-9,SY_06,residential,entertainment,Leisure->Leisure,0
6,13,8-9,HE_07,residential,commercial,Work->Work,0
6,14,8-9,YC_01,residential,commercial,Work->Work,1
6,14,8-9,MP_02,residential,commercial,Work->Work,1
6,14,8-9,RT_03,residential,entertainment,Leisure->Leisure,1
6,14,8-9,LI_04,residential,commercial,Work->Work,1
6,14,8-9,FH_05,residential,commercial,Work->Work,1
6,14,8-9,SY_06,residential,entertainment,Leisure->Leisure,0
6,14,8-9,HE_07,residential,commercial,Work->Work,1
6,15,8-9,YC_01,residential,commercial,Work->Work,8
6,15,8-9,MP_02,residential,commercial,Work->Work,9
6,15,8-9,RT_03,residential,entertainment,Leisure->Leisure,10
6,15,8-9,LI_04,residential,commercial,Work->Work,7
6,15,8-9,FH_05,residential,commercial,Work->Work,8
6,15,8-9,SY_06,residential,entertainment,Leisure->Leisure,3
6,15,8-9,HE_07,residential,commercial,Work->Work,10
6,16,8-9,YC_01,residential,commercial,Work->Work,1
6,16,8-9,MP_02,residential,commercial,Work->Work,2
6,16,8-9,RT_03,residential,entertainment,Leisure->Leisure,2
6,16,8-9,LI_04,residential,commercial,Work->Work,1
6,16,8-9,FH_05,residential,commercial,Work->Work,1
6,16,8-9,SY_06,residential,entertainment,Leisure->Leisure,1
6,16,8-9,HE_07,residential,commercial,Work->Work,2
7,0,8-9,YC_01,residential,commercial,Work->Work,29
7,0,8-9,MP_02,residential,commercial,Work->Work,33
7,0,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,0,8-9,LI_04,residential,commercial,Work->Work,23
7,0,8-9,FH_05,residential,commercial,Work->Work,25
7,0,8-9,SY_06,residential,education,Work->Work,9
7,0,8-9,HE_07,residential,commercial,Work->Work,35
7,1,8-9,YC_01,residential,commercial,Work->Work,189
7,1,8-9,MP_02,residential,commercial,Work->Work,217
7,1,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,1,8-9,LI_04,residential,commercial,Work->Work,151
7,1,8-9,FH_05,residential,commercial,Work->Work,166
7,1,8-9,SY_06,residential,education,Work->Work,60
7,1,8-9,HE_07,residential,commercial,Work->Work,230
7,2,8-9,YC_01,residential,commercial,Work->Work,5
7,2,8-9,MP_02,residential,commercial,Work->Work,5
7,2,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,2,8-9,LI_04,residential,commercial,Work->Work,4
7,2,8-9,FH_05,residential,commercial,Work->Work,4
7,2,8-9,SY_06,residential,education,Work->Work,1
7,2,8-9,HE_07,residential,commercial,Work->Work,6
7,3,8-9,YC_01,residential,commercial,Work->Work,9
7,3,8-9,MP_02,residential,commercial,Work->Work,11
7,3,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,3,8-9,LI_04,residential,commercial,Work->Work,7
7,3,8-9,FH_05,residential,commercial,Work->Work,8
7,3,8-9,SY_06,residential,education,Work->Work,3
7,3,8-9,HE_07,residential,commercial,Work->Work,11
7,4,8-9,YC_01,residential,commercial,Work->Work,83
7,4,8-9,MP_02,residential,commercial,Work->Work,95
7,4,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,4,8-9,LI_04,residential,commercial,Work->Work,66
7,4,8-9,FH_05,residential,commercial,Work->Work,73
7,4,8-9,SY_06,residential,education,Work->Work,26
7,4,8-9,HE_07,residential,commercial,Work->Work,101
7,5,8-9,YC_01,residential,commercial,Work->Work,109
7,5,8-9,MP_02,residential,commercial,Work->Work,125
7,5,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,5,8-9,LI_04,residential,commercial,Work->Work,87
7,5,8-9,FH_05,residential,commercial,Work->Work,96
7,5,8-9,SY_06,residential,education,Work->Work,35
7,5,8-9,HE_07,residential,commercial,Work->Work,132
7,6,8-9,YC_01,residential,commercial,Work->Work,78
7,6,8-9,MP_02,residential,commercial,Work->Work,90
7,6,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,6,8-9,LI_04,residential,commercial,Work->Work,62
7,6,8-9,FH_05,residential,commercial,Work->Work,69
7,6,8-9,SY_06,residential,education,Work->Work,25
7,6,8-9,HE_07,residential,commercial,Work->Work,95
7,7,8-9,YC_01,residential,commercial,Work->Work,529
7,7,8-9,MP_02,residential,commercial,Work->Work,607
7,7,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,7,8-9,LI_04,residential,commercial,Work->Work,422
7,7,8-9,FH_05,residential,commercial,Work->Work,465
7,7,8-9,SY_06,residential,education,Work->Work,169
7,7,8-9,HE_07,residential,commercial,Work->Work,643
7,8,8-9,YC_01,residential,commercial,Work->Work,30
7,8,8-9,MP_02,residential,commercial,Work->Work,34
7,8,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,8,8-9,LI_04,residential,commercial,Work->Work,24
7,8,8-9,FH_05,residential,commercial,Work->Work,26
7,8,8-9,SY_06,residential,education,Work->Work,9
7,8,8-9,HE_07,residential,commercial,Work->Work,36
7,9,8-9,YC_01,residential,commercial,Work->Work,3
7,9,8-9,MP_02,residential,commercial,Work->Work,4
7,9,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,9,8-9,LI_04,residential,commercial,Work->Work,2
7,9,8-9,FH_05,residential,commercial,Work->Work,3
7,9,8-9,SY_06,residential,education,Work->Work,1
7,9,8-9,HE_07,residential,commercial,Work->Work,4
7,10,8-9,YC_01,residential,commercial,Work->Work,202
7,10,8-9,MP_02,residential,commercial,Work->Work,232
7,10,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,10,8-9,LI_04,residential,commercial,Work->Work,161
7,10,8-9,FH_05,residential,commercial,Work->Work,178
7,10,8-9,SY_06,residential,education,Work->Work,65
7,10,8-9,HE_07,residential,commercial,Work->Work,246
7,11,8-9,YC_01,residential,commercial,Work->Work,22
7,11,8-9,MP_02,residential,commercial,Work->Work,25
7,11,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,11,8-9,LI_04,residential,commercial,Work->Work,17
7,11,8-9,FH_05,residential,commercial,Work->Work,19
7,11,8-9,SY_06,residential,education,Work->Work,7
7,11,8-9,HE_07,residential,commercial,Work->Work,26
7,12,8-9,YC_01,residential,commercial,Work->Work,5
7,12,8-9,MP_02,residential,commercial,Work->Work,6
7,12,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,12,8-9,LI_04,residential,commercial,Work->Work,4
7,12,8-9,FH_05,residential,commercial,Work->Work,4
7,12,8-9,SY_06,residential,education,Work->Work,2
7,12,8-9,HE_07,residential,commercial,Work->Work,6
7,13,8-9,YC_01,residential,commercial,Work->Work,0
7,13,8-9,MP_02,residential,commercial,Work->Work,0
7,13,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,13,8-9,LI_04,residential,commercial,Work->Work,0
7,13,8-9,FH_05,residential,commercial,Work->Work,0
7,13,8-9,SY_06,residential,education,Work->Work,0
7,13,8-9,HE_07,residential,commercial,Work->Work,0
7,14,8-9,YC_01,residential,commercial,Work->Work,8
7,14,8-9,MP_02,residential,commercial,Work->Work,9
7,14,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,14,8-9,LI_04,residential,commercial,Work->Work,6
7,14,8-9,FH_05,residential,commercial,Work->Work,7
7,14,8-9,SY_06,residential,education,Work->Work,2
7,14,8-9,HE_07,residential,commercial,Work->Work,10
7,15,8-9,YC_01,residential,commercial,Work->Work,22
7,15,8-9,MP_02,residential,commercial,Work->Work,25
7,15,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,15,8-9,LI_04,residential,commercial,Work->Work,17
7,15,8-9,FH_05,residential,commercial,Work->Work,19
7,15,8-9,SY_06,residential,education,Work->Work,7
7,15,8-9,HE_07,residential,commercial,Work->Work,26
7,16,8-9,YC_01,residential,commercial,Work->Work,10
7,16,8-9,MP_02,residential,commercial,Work->Work,11
7,16,8-9,RT_03,residential,civic,Leisure->Leisure,0
7,16,8-9,LI_04,residential,commercial,Work->Work,7
7,16,8-9,FH_05,residential,commercial,Work->Work,8
7,16,8-9,SY_06,residential,education,Work->Work,3
7,16,8-9,HE_07,residential,commercial,Work->Work,12
8,0,8-9,YC_01,residential,commercial,Work->Work,10
8,0,8-9,MP_02,residential,commercial,Work->Work,12
8,0,8-9,RT_03,residential,civic,Errand->Errand,2
8,0,8-9,LI_04,residential,commercial,Work->Work,8
8,0,8-9,FH_05,residential,commercial,Work->Work,9
8,0,8-9,SY_06,residential,education,Work->Work,5
8,0,8-9,HE_07,residential,commercial,Work->Work,6
8,1,8-9,YC_01,residential,commercial,Work->Work,8
8,1,8-9,MP_02,residential,commercial,Work->Work,10
8,1,8-9,RT_03,residential,civic,Errand->Errand,1
8,1,8-9,LI_04,residential,commercial,Work->Work,6
8,1,8-9,FH_05,residential,commercial,Work->Work,7
8,1,8-9,SY_06,residential,education,Work->Work,4
8,1,8-9,HE_07,residential,commercial,Work->Work,5
8,2,8-9,YC_01,residential,commercial,Work->Work,1
8,2,8-9,MP_02,residential,commercial,Work->Work,1
8,2,8-9,RT_03,residential,civic,Errand->Errand,0
8,2,8-9,LI_04,residential,commercial,Work->Work,1
8,2,8-9,FH_05,residential,commercial,Work->Work,1
8,2,8-9,SY_06,residential,education,Work->Work,0
8,2,8-9,HE_07,residential,commercial,Work->Work,0
8,3,8-9,YC_01,residential,commercial,Work->Work,12
8,3,8-9,MP_02,residential,commercial,Work->Work,14
8,3,8-9,RT_03,residential,civic,Errand->Errand,2
8,3,8-9,LI_04,residential,commercial,Work->Work,9
8,3,8-9,FH_05,residential,commercial,Work->Work,10
8,3,8-9,SY_06,residential,education,Work->Work,6
8,3,8-9,HE_07,residential,commercial,Work->Work,7
8,4,8-9,YC_01,residential,commercial,Work->Work,9
8,4,8-9,MP_02,residential,commercial,Work->Work,11
8,4,8-9,RT_03,residential,civic,Errand->Errand,1
8,4,8-9,LI_04,residential,commercial,Work->Work,7
8,4,8-9,FH_05,residential,commercial,Work->Work,8
8,4,8-9,SY_06,residential,education,Work->Work,4
8,4,8-9,HE_07,residential,commercial,Work->Work,5
8,5,8-9,YC_01,residential,commercial,Work->Work,8
8,5,8-9,MP_02,residential,commercial,Work->Work,10
8,5,8-9,RT_03,residential,civic,Errand->Errand,1
8,5,8-9,LI_04,residential,commercial,Work->Work,6
8,5,8-9,FH_05,residential,commercial,Work->Work,7
8,5,8-9,SY_06,residential,education,Work->Work,4
8,5,8-9,HE_07,residential,commercial,Work->Work,5
8,6,8-9,YC_01,residential,commercial,Work->Work,5
8,6,8-9,MP_02,residential,commercial,Work->Work,6
8,6,8-9,RT_03,residential,civic,Errand->Errand,1
8,6,8-9,LI_04,residential,commercial,Work->Work,4
8,6,8-9,FH_05,residential,commercial,Work->Work,5
8,6,8-9,SY_06,residential,education,Work->Work,2
8,6,8-9,HE_07,residential,commercial,Work->Work,3
8,7,8-9,YC_01,residential,commercial,Work->Work,8
8,7,8-9,MP_02,residential,commercial,Work->Work,10
8,7,8-9,RT_03,residential,civic,Errand->Errand,1
8,7,8-9,LI_04,residential,commercial,Work->Work,6
8,7,8-9,FH_05,residential,commercial,Work->Work,7
8,7,8-9,SY_06,residential,education,Work->Work,4
8,7,8-9,HE_07,residential,commercial,Work->Work,5
8,8,8-9,YC_01,residential,commercial,Work->Work,257
8,8,8-9,MP_02,residential,commercial,Work->Work,314
8,8,8-9,RT_03,residential,civic,Errand->Errand,37
8,8,8-9,LI_04,residential,commercial,Work->Work,206
8,8,8-9,FH_05,residential,commercial,Work->Work,235
8,8,8-9,SY_06,residential,education,Work->Work,118
8,8,8-9,HE_07,residential,commercial,Work->Work,147
8,9,8-9,YC_01,residential,commercial,Work->Work,1
8,9,8-9,MP_02,residential,commercial,Work->Work,1
8,9,8-9,RT_03,residential,civic,Errand->Errand,0
8,9,8-9,LI_04,residential,commercial,Work->Work,1
8,9,8-9,FH_05,residential,commercial,Work->Work,1
8,9,8-9,SY_06,residential,education,Work->Work,0
8,9,8-9,HE_07,residential,commercial,Work->Work,0
8,10,8-9,YC_01,residential,commercial,Work->Work,10
8,10,8-9,MP_02,residential,commercial,Work->Work,12
8,10,8-9,RT_03,residential,civic,Errand->Errand,2
8,10,8-9,LI_04,residential,commercial,Work->Work,8
8,10,8-9,FH_05,residential,commercial,Work->Work,9
8,10,8-9,SY_06,residential,education,Work->Work,5
8,10,8-9,HE_07,residential,commercial,Work->Work,6
8,11,8-9,YC_01,residential,commercial,Work->Work,1
8,11,8-9,MP_02,residential,commercial,Work->Work,1
8,11,8-9,RT_03,residential,civic,Errand->Errand,0
8,11,8-9,LI_04,residential,commercial,Work->Work,1
8,11,8-9,FH_05,residential,commercial,Work->Work,1
8,11,8-9,SY_06,residential,education,Work->Work,0
8,11,8-9,HE_07,residential,commercial,Work->Work,0
8,12,8-9,YC_01,residential,commercial,Work->Work,1
8,12,8-9,MP_02,residential,commercial,Work->Work,1
8,12,8-9,RT_03,residential,civic,Errand->Errand,0
8,12,8-9,LI_04,residential,commercial,Work->Work,1
8,12,8-9,FH_05,residential,commercial,Work->Work,1
8,12,8-9,SY_06,residential,education,Work->Work,0
8,12,8-9,HE_07,residential,commercial,Work->Work,0
8,13,8-9,YC_01,residential,commercial,Work->Work,0
8,13,8-9,MP_02,residential,commercial,Work->Work,0
8,13,8-9,RT_03,residential,civic,Errand->Errand,0
8,13,8-9,LI_04,residential,commercial,Work->Work,0
8,13,8-9,FH_05,residential,commercial,Work->Work,0
8,13,8-9,SY_06,residential,education,Work->Work,0
8,13,8-9,HE_07,residential,commercial,Work->Work,0
8,14,8-9,YC_01,residential,commercial,Work->Work,1
8,14,8-9,MP_02,residential,commercial,Work->Work,1
